第一申请人,year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count
济南量子技术研究院,2022,15,91,6.066666666666666,量子传感；量子基础概念；量子通信与安全,其他量子相关/待复核；量子计量/时间频率/PNT候选；量子通信与安全,QKD；光频传递；原子钟；量子密钥；量子密钥分发；量子态；量子纠缠；量子通信,4,9,1,1
济南量子技术研究院,2023,2,14,7.0,量子传感；量子通信与安全,其他量子相关/待复核；量子通信与安全,laser；光调制器；单光子探测器；激光器；量子信息；量子信息技术；量子密钥；量子密钥分发,1,1,0,0
浙江三维通信科技有限公司,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
浙江九州量子信息技术股份有限公司,2019,1,9,9.0,量子通信与安全,量子通信与安全,laser；单光子探测器；激光器；量子密钥；量子密钥分发；量子密钥分配,1,0,0,0
浙江九州量子信息技术股份有限公司,2021,6,46,7.666666666666667,量子传感；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；laser；lasers；激光器；量子信息；量子密钥；量子密钥分发；量子态；量子通信,3,3,0,0
浙江九州量子信息技术股份有限公司,2022,9,71,7.888888888888889,量子通信与安全,量子通信与安全,QKD；laser；单光子探测器；激光器；量子保密通信；量子密钥；量子密钥分发；量子网络；量子通信；非对称密码,4,5,0,0
浙江九州量子信息技术股份有限公司,2023,2,14,7.0,量子通信与安全,量子通信与安全,QKD；laser；单光子探测器；激光器；量子密钥；量子密钥分发,1,1,0,0
浙江国正检测技术有限公司,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
浙江国盾量子电力科技有限公司,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
浙江大学,2019,1,25,25.0,量子传感,量子传感器/精密测量,超导量子比特；量子比特；量子测量；量子纠错；量子芯片,1,0,0,0
浙江大学,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟频率；频率基准,0,0,0,1
浙江大学,2021,3,42,14.0,量子传感；量子计算硬件,量子计算硬件/量子芯片；量子计量/时间频率/PNT候选,原子钟；超导量子比特；量子信息；量子态；量子比特；量子芯片；量子计算,2,0,0,1
浙江大学,2023,1,4,4.0,量子基础概念,其他量子相关/待复核,量子相干,0,0,1,0
浙江大学杭州国际科创中心,2022,1,12,12.0,量子计算硬件,量子计算硬件/量子芯片,保真度；超导量子比特；量子比特,1,0,0,0
浙江工业大学,2019,8,47,5.875,量子传感；量子计算；量子计算硬件,量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,qubit；冷原子干涉；原子干涉；原子钟；离子阱；量子化学；量子模拟,1,7,0,0
浙江工业大学,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
浙江工业大学,2021,2,8,4.0,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,磁光阱；频率基准,0,1,0,1
浙江工业大学,2022,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
浙江工商大学,2019,4,28,7.0,量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子软件/算法/模拟；量子通信与安全,QKD；entanglement；抗量子攻击；量子态；量子算法；量子纠缠,2,0,2,0
浙江工商大学,2020,6,58,9.666666666666666,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,entanglement；量子密钥；量子密钥分配；量子态；量子技术；量子比特；量子通信,4,0,2,0
浙江工商大学,2021,4,42,10.5,量子计算；量子通信与安全,量子计算系统；量子通信与安全,entanglement；逻辑量子比特；量子密钥；量子态；量子比特,4,0,0,0
浙江工商大学杭州商学院,2019,2,50,25.0,量子通信与安全,量子通信与安全,entanglement；qubit；qubits；量子态；量子比特；量子测量；量子通信；量子门,2,0,0,0
浙江师范大学,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0
浙江广厦建设职业技术大学,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
浙江法拉第激光科技有限公司,2020,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；频率标准,0,0,0,2
浙江法拉第激光科技有限公司,2022,2,11,5.5,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,MOT；光钟；原子钟,0,1,0,1
浙江浙能技术研究院有限公司,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
浙江理工大学,2019,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0
浙江理工大学,2020,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,2
浙江省立同德医院,2020,2,10,5.0,量子计算,量子计算系统,qubit,0,2,0,0
浙江省血液中心,2021,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0
浙江省血液中心,2023,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0
浙江省计量科学研究院,2023,1,5,5.0,量子传感,量子传感器/精密测量,磁光阱,0,1,0,0
浙江赛思电子科技有限公司,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
浙江赛思电子科技有限公司,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1
浪潮(北京)电子信息产业有限公司,2023,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
海思光电子有限公司,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
深圳优仕康通信有限公司,2019,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
深圳供电局有限公司,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
深圳前海微众银行股份有限公司,2022,1,16,16.0,量子通信与安全,量子通信与安全,entanglement；量子比特；量子纠缠；量子网络,1,0,0,0
深圳华中科技大学研究院,2021,1,6,6.0,量子计算,量子计算系统,superposition；量子机器学习；量子线路,0,1,0,0
深圳大学,2019,2,19,9.5,量子计算；量子通信与安全,量子计算系统；量子通信与安全,superposition；叠加态；量子态；量子线路；量子计算；量子通信,1,1,0,0
深圳大学,2020,2,17,8.5,量子计算,量子计算系统；量子软件/算法/模拟,量子并行；量子比特；量子线路；量子计算；量子门,1,1,0,0
深圳大学,2021,3,24,8.0,量子传感；量子计算,量子计算系统；量子计量/时间频率/PNT候选,superposition；原子时间尺度；叠加态；量子叠加；量子比特；量子电路；量子计算,1,1,0,1
深圳大学,2022,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
深圳巴斯巴科技发展有限公司,2020,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0
深圳市光为光通信科技有限公司,2023,1,9,9.0,量子计算,量子计算系统,量子态；量子比特,1,0,0,0
深圳市创互科技有限公司,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
深圳市国信量子科技有限公司,2021,2,10,5.0,量子通信与安全,量子通信与安全,量子网络,0,2,0,0
深圳市安瑞生物科技有限公司,2020,1,5,5.0,量子传感,其他量子相关/待复核,量子信息,0,1,0,0
深圳市新天泽消防工程有限公司,2022,1,10,10.0,量子计算,量子软件/算法/模拟,laser；量子并行；量子比特,1,0,0,0
深圳市永达电子信息股份有限公司,2020,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0
深圳市永达电子信息股份有限公司,2021,3,41,13.666666666666666,量子传感；量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,光量子比特；超导量子比特；量子信息；量子并行；量子态；量子比特；量子计算,3,0,0,0
深圳市永达电子信息股份有限公司,2022,1,9,9.0,量子计算,量子计算系统,量子态；量子计算,1,0,0,0
深圳市爱云信息科技有限公司,2023,1,5,5.0,量子计算,量子计算系统,量子芯片,0,1,0,0
深圳市福田区南科大量子技术与工程研究院,2021,1,17,17.0,量子计算硬件,量子计算硬件/量子芯片,fidelity；保真度；超导量子芯片；量子比特；量子芯片；量子计算,1,0,0,0
深圳市腾讯计算机系统有限公司,2021,4,49,12.25,量子传感；量子计算,量子计算系统；量子软件/算法/模拟,物理量子比特；量子态；量子技术；量子比特；量子纠错；量子门,3,1,0,0
深圳市航科量子科技有限公司,2022,1,5,5.0,量子传感,其他量子相关/待复核,量子技术,0,1,0,0
深圳市雄帝科技股份有限公司,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0
深圳市风云实业有限公司,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1
深圳技术大学,2022,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0
深圳技术大学,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
深圳瀚光科技有限公司,2020,1,9,9.0,量子计算硬件,量子计算硬件/量子芯片,光量子计算；量子计算,1,0,0,0
深圳科盾量子信息科技有限公司,2021,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥；量子通信,0,2,0,0
深圳科盾量子信息科技有限公司,2022,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子通信,1,0,0,0
深圳科盾量子信息科技有限公司,2023,3,20,6.666666666666667,量子通信与安全,量子通信与安全,qubit；qubits；量子密钥；量子密钥分发；量子比特,1,2,0,0
深圳职业技术学院,2019,3,34,11.333333333333334,量子通信与安全,量子通信与安全,qubits；后量子加密；量子密钥；量子态；量子比特；量子计算；量子计算机,3,0,0,0
深圳职业技术学院,2020,2,16,8.0,量子传感,其他量子相关/待复核,entanglement；量子信息；量子纠缠,1,1,0,0
深圳职业技术学院,2023,2,15,7.5,量子计算；量子通信与安全,量子计算系统；量子通信与安全,后量子密码；量子计算,1,1,0,0
深圳联合医学科技有限公司,2022,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0
深圳聚创致远科技有限公司,2021,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
深圳量旋科技有限公司,2020,2,9,4.5,量子基础概念；量子计算,其他量子相关/待复核；量子计算系统,量子态；量子计算,0,1,1,0
深圳量旋科技有限公司,2021,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
深圳量旋科技有限公司,2022,2,25,12.5,量子计算硬件,量子计算硬件/量子芯片,超导量子比特；量子比特；量子芯片,2,0,0,0
深圳量旋科技有限公司,2023,3,29,9.666666666666666,量子计算,量子计算系统,fidelity；qubit；qubits；保真度；量子态；量子比特；量子线路；量子计算,2,1,0,0
深港产学研基地(北京大学香港科技大学深圳研修院),2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,光钟,0,0,0,1
深港产学研基地(北京大学香港科技大学深圳研修院),2021,2,10,5.0,量子传感,量子计量/时间频率/PNT候选,光钟；冷原子钟；原子钟；原子频标；量子态；铷原子钟,0,1,0,1
清华四川能源互联网研究院,2020,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0
清华大学,2019,7,65,9.285714285714286,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,上游材料与核心部件；其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子通信与安全,entanglement；laser；lasers；qubit；qubits；冷原子干涉；单光子探测器；原子干涉；激光器；超导量子比特；量子信息；量子密钥；量子密钥分发；量子态；量子技术；量子比特；量子计算；量子计算机,3,3,1,0
清华大学,2020,13,113,8.692307692307692,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,上游材料与核心部件；其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,entanglement；fidelity；laser；lasers；保真度；单光子探测器；原子钟；激光器；离子阱；超导量子比特；逻辑量子比特；量子信息；量子态；量子比特；量子纠缠；量子纠错；量子计算；量子通信,5,6,1,1
清华大学,2021,30,250,8.333333333333334,量子传感；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子通信与安全,entanglement；fidelity；laser；qubits；保真度；光量子比特；原子干涉；激光器；离子阱；超导量子比特；量子信息；量子密钥；量子密钥分发；量子态；量子比特；量子精密测量；量子线路；量子网络；量子芯片；量子计算；量子通信,11,18,1,0
清华大学,2022,5,36,7.2,量子传感；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,fidelity；laser；保真度；离子阱；量子信息；量子比特；量子计算；量子计算机；量子通信；频率基准,2,2,0,1
清华大学,2023,3,18,6.0,量子计算,量子计算系统,laser；qubit；光调制器；量子比特；量子计算,0,3,0,0
清华大学深圳国际研究生院,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
清华大学深圳国际研究生院,2022,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
清华大学深圳研究生院,2019,2,10,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,2,0,0
清谱科技(苏州)有限公司,2023,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
清远市天之衡量子科技有限公司,2021,1,5,5.0,量子传感,量子传感器/精密测量,量子测量,0,1,0,0
温州大学,2019,2,40,20.0,量子计算,量子计算系统,fidelity；qubit；qubits；保真度；量子处理器；量子态；量子比特；量子计算；量子计算机；量子门,2,0,0,0
温州激光与光电子协同创新中心,2019,4,12,3.0,量子传感,量子计量/时间频率/PNT候选,光钟；原子钟,0,0,0,4
温州激光与光电子协同创新中心,2020,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,光钟；原子钟；铷原子钟,0,0,0,2
温州激光与光电子协同创新中心,2021,5,15,3.0,量子传感,量子计量/时间频率/PNT候选,光钟；原子钟；铷原子钟；频率标准,0,0,0,5
港湾之星健康生物(深圳)有限公司,2023,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0
湖北凯乐量子通信光电科技有限公司,2019,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥,0,2,0,0
湖北大学,2021,1,6,6.0,量子计算,量子计算系统,量子优化；量子比特,0,1,0,0
湖北工业大学,2019,2,35,17.5,量子通信与安全,量子通信与安全,Shor算法；qubit；叠加态；大数分解；抗量子攻击；量子态；量子比特；量子电路；量子算法；量子计算；量子计算机；量子通信,1,1,0,0
湖北省疾病预防控制中心(湖北省预防医学科学院),2021,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0
湖北科技学院,2021,2,7,3.5,量子传感；量子基础概念,其他量子相关/待复核；量子计量/时间频率/PNT候选,原子钟；量子态,0,0,1,1
湖北科技学院,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
湖南三湘银行股份有限公司,2023,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0
湖南卫导信息科技有限公司,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
湖南大学,2019,1,10,10.0,量子通信与安全,量子通信与安全,量子保密通信；量子密钥；量子密钥分发,1,0,0,0
湖南大学,2020,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0
湖南大学,2021,2,14,7.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子密钥；量子密钥分发；量子态；量子计算,1,1,0,0
湖南大学,2022,1,9,9.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子态,1,0,0,0
湖南尚医康医疗科技有限公司,2023,1,11,11.0,量子通信与安全,量子通信与安全,保真度；量子密钥；量子密钥分发；量子态,1,0,0,0
湖南工程学院,2022,1,13,13.0,量子计算硬件,量子计算硬件/量子芯片,超导量子比特；超高真空；量子比特,1,0,0,0
湖南师范大学,2021,4,25,6.25,量子传感；量子通信与安全,量子计量/时间频率/PNT候选；量子通信与安全,QKD；entanglement；原子钟；原子频标；量子密钥；量子密钥分发；量子通信；量子门；铷原子钟；频率标准,1,2,0,1
湖南师范大学,2022,6,40,6.666666666666667,量子传感；量子计算；量子通信与安全,量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,entanglement；原子钟；量子密钥；量子密钥分发；量子态；量子比特；量子纠缠；铷原子钟；频率标准,3,0,0,3
湖南时空信安科技有限公司,2023,3,9,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；频率驾驭,0,0,0,3
湖南省时空基准科技有限公司,2020,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,2
湖南遥昇通信技术有限公司,2022,1,4,4.0,量子计算,量子软件/算法/模拟,量子并行,0,0,1,0
湖州中芯半导体科技有限公司,2020,1,6,6.0,量子传感,量子传感器/精密测量,NV色心；laser；激光器,0,1,0,0
湘潭大学,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
湘潭大学,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
焦少波,2019,1,10,10.0,量子通信与安全,量子通信与安全,抗量子攻击；量子计算；量子计算机,1,0,0,0
燕山大学,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
燕山大学,2020,1,5,5.0,量子通信与安全,量子通信与安全,QKD,0,1,0,0
爱奥尼克公司,2020,1,10,10.0,量子计算,量子计算系统,qubits；量子计算；量子计算机,1,0,0,0
爱奥尼克公司,2021,4,41,10.25,量子传感；量子计算,其他量子相关/待复核；量子计算系统,qubit；量子信息；量子化学；量子处理器；量子态；量子比特；量子电路；量子计算；量子门,3,1,0,0
特拉量子股份公司,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0
王超,2020,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态；量子叠加,0,0,1,0
珠海澳大科技研究院,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
电子科技大学,2019,4,33,8.25,量子传感；量子计算,其他量子相关/待复核；量子计算系统；量子软件/算法/模拟,qubit；量子信息；量子态；量子比特；量子算法；量子计算,1,3,0,0
电子科技大学,2020,4,42,10.5,量子传感；量子基础概念；量子计算,其他量子相关/待复核；量子传感器/精密测量；量子计算系统,NV色心；entanglement；fidelity；laser；保真度；光调制器；单光子探测器；激光器；量子传感；量子态；量子比特；量子纠缠；量子计算；量子计算机；金刚石NV色心,3,0,1,0
电子科技大学,2021,9,64,7.111111111111111,量子传感；量子计算；量子通信与安全,上游材料与核心部件；量子传感器/精密测量；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,MOT；NV色心；entanglement；laser；superposition；原子钟；激光器；量子信息；量子信息技术；量子比特；量子电路；量子纠缠；量子网络；量子计算；量子计算机；金刚石NV色心,3,5,0,1
电子科技大学,2022,11,72,6.545454545454546,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,上游材料与核心部件；其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,laser；superposition；原子钟；叠加态；自旋量子比特；量子中继；量子中继器；量子互联网；量子信息；量子态；量子比特；量子网络；量子计算；量子通信；铯原子钟,4,3,2,2
电子科技大学,2023,2,20,10.0,量子计算,量子计算系统,量子比特；量子芯片；量子计算,2,0,0,0
矩阵时光数字科技有限公司,2021,3,41,13.666666666666666,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,激光器；量子信息；量子信息技术；量子密钥；量子密钥分发；量子态；量子算法；量子计算；量子计算机；量子通信；非对称密码,2,0,1,0
矩阵时光数字科技有限公司,2022,6,45,7.5,量子通信与安全,量子通信与安全,QKD；量子信息；量子密钥；量子密钥分发；量子网络；量子通信,3,3,0,0
确信信息股份有限公司,2022,1,10,10.0,量子通信与安全,量子通信与安全,后量子密码；量子计算；量子计算机,1,0,0,0
福州大学,2019,2,15,7.5,量子计算,量子计算系统,qubits；量子比特；量子计算；量子门,1,1,0,0
福建北峰通信科技股份有限公司,2020,1,16,16.0,量子通信与安全,量子通信与安全,entanglement；量子密钥；量子密钥分发；量子密钥分配；量子纠缠；量子通信,1,0,0,0
科大国盾量子技术股份有限公司,2019,31,208,6.709677419354839,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；laser；单光子探测器；激光器；量子保密通信；量子信息；量子密钥；量子密钥分发；量子态；量子测量；量子通信,9,19,3,0
科大国盾量子技术股份有限公司,2020,18,116,6.444444444444445,量子通信与安全,量子通信与安全,QKD；laser；激光器；电光晶体；量子密钥；量子密钥分发；量子态；量子通信,4,14,0,0
科大国盾量子技术股份有限公司,2021,35,210,6.0,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；laser；激光器；量子密钥；量子密钥分发；量子密钥分配；量子态；量子通信,6,28,1,0
科大国盾量子技术股份有限公司,2022,21,143,6.809523809523809,量子通信与安全,量子通信与安全,QKD；量子保密通信；量子密钥；量子密钥分发；量子态；量子网络；量子通信,7,14,0,0
科大国盾量子技术股份有限公司,2023,1,5,5.0,量子通信与安全,量子通信与安全,QKD,0,1,0,0
章越新,2020,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0
粒芯科技(厦门)股份有限公司,2023,1,3,3.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分配,0,0,1,0
索尤若驱动有限及两合公司,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0
绍兴市食品药品检验研究院,2022,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
绿生生电子科技(广州)有限公司,2020,1,11,11.0,量子计算,量子计算系统,entanglement；量子比特；量子纠缠,1,0,0,0
耶鲁大学,2020,1,7,7.0,量子传感,量子计算系统,保真度；量子信息,0,1,0,0
联华电子股份有限公司,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
聚光科技(杭州)股份有限公司,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
肇庆高峰机械科技有限公司,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
腾讯科技(深圳)有限公司,2019,1,5,5.0,量子传感,其他量子相关/待复核,量子技术,0,1,0,0
腾讯科技(深圳)有限公司,2020,6,79,13.166666666666666,量子传感；量子计算；量子计算硬件,其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,超导量子比特；超导量子芯片；量子信息；量子处理器；量子技术；量子比特；量子电路；量子算法；量子纠错；量子芯片；量子计算；量子计算机,4,1,1,0
腾讯科技(深圳)有限公司,2021,15,262,17.466666666666665,量子传感；量子计算；量子计算硬件,量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,NV色心；fidelity；superposition；保真度；物理量子比特；超导量子比特；超导量子芯片；量子处理器；量子态；量子技术；量子模拟；量子比特；量子电路；量子纠错；量子线路；量子芯片；量子计算；量子计算机；量子门,14,1,0,0
腾讯科技(深圳)有限公司,2022,2,10,5.0,量子传感；量子通信与安全,其他量子相关/待复核；量子通信与安全,量子技术；量子网络,0,2,0,0
臻悦生物科技江苏有限公司,2020,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0
舍弗勒技术股份两合公司,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0
航天科工防御技术研究试验中心,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1
芯恩(青岛)集成电路有限公司,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态；量子叠加,0,0,1,0
苏州京脉生物科技有限公司,2020,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0
苏州京脉生物科技有限公司,2021,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0
苏州元脑智能科技有限公司,2023,7,67,9.571428571428571,量子传感；量子基础概念；量子计算；量子计算硬件,其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,qubit；qubits；超导量子芯片；量子信息；量子处理器；量子态；量子模拟；量子比特；量子芯片；量子计算；量子计算机,5,1,1,0
苏州六幺四信息科技有限责任公司,2022,2,12,6.0,量子通信与安全,量子通信与安全,laser；光调制器；量子通信,0,2,0,0
苏州大学,2019,9,85,9.444444444444445,量子基础概念；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统；量子通信与安全,entanglement；qubit；qubits；离子阱；量子密钥；量子态；量子比特；量子纠缠；量子通信,6,2,1,0
苏州大学,2020,5,30,6.0,量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,entanglement；量子密钥；量子密钥分发；量子态；量子门,1,3,1,0
苏州大学,2021,7,39,5.571428571428571,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,量子信息；量子密钥；量子态；量子纠缠；量子计算；量子通信,2,2,3,0
苏州大学,2022,7,79,11.285714285714286,量子传感；量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,entanglement；量子信息；量子密钥；量子密钥分发；量子态；量子比特；量子纠缠；量子网络；量子通信,5,1,1,0
苏州大学张家港工业技术研究院,2019,5,59,11.8,量子通信与安全,量子通信与安全,entanglement；qubit；量子态；量子纠缠；量子通信,5,0,0,0
苏州市药品检验检测研究中心,2020,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
苏州新海宜电子技术有限公司,2019,3,26,8.666666666666666,量子通信与安全,量子通信与安全,QKD；量子保密通信；量子密钥；量子密钥分发；量子态；量子通信；非对称密码,1,2,0,0
苏州曼德克光电有限公司,2019,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0
苏州浪潮智能科技有限公司,2020,4,30,7.5,量子传感；量子计算；量子通信与安全,量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,量子密钥；量子密钥分发；量子态；量子比特；量子线路；量子计算；量子计算机；频率基准,2,1,0,1
苏州浪潮智能科技有限公司,2021,4,18,4.5,量子传感；量子基础概念；量子计算,其他量子相关/待复核；量子计算系统,量子信息；量子态；量子相干；量子纠缠；量子计算,0,2,2,0
苏州浪潮智能科技有限公司,2022,4,51,12.75,量子计算,量子计算系统；量子软件/算法/模拟,量子态；量子比特；量子电路；量子算法；量子线路；量子计算；量子计算机；量子门,3,1,0,0
苏州浪潮智能科技有限公司,2023,13,159,12.23076923076923,量子传感；量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子通信与安全,laser；qubit；qubits；superposition；叠加态；稀释制冷机；自旋量子比特；超导量子比特；超导量子芯片；量子态；量子技术；量子比特；量子算法；量子纠错；量子线路；量子网络；量子芯片；量子计算；量子计算机,9,4,0,0
苏州皇宫绣量子科技有限公司,2019,1,5,5.0,量子传感,量子传感器/精密测量,量子传感；量子传感器,0,1,0,0
苏州科达科技股份有限公司,2019,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥,0,2,0,0
苏州西热节能环保技术有限公司,2019,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0
苏州西热节能环保技术有限公司,2021,3,15,5.0,量子传感,量子传感器/精密测量,MOT,0,3,0,0
苏摩逻辑公司,2020,1,5,5.0,量子传感,量子传感器/精密测量,量子传感；量子传感器,0,1,0,0
英国电讯有限公司,2019,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0
英国电讯有限公司,2021,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发,0,1,0,0
英国质谱公司,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
