第一申请人,year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count
中车永济电机有限公司,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
中通服咨询设计研究院有限公司,2021,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子网络,1,0,0,0
中量科(南京)科技有限公司,2023,2,20,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子计算；量子计算机,2,0,0,0
之江实验室,2020,3,18,6.0,量子传感,量子传感器/精密测量,NV色心；laser；激光器；量子传感；量子精密测量,0,3,0,0
之江实验室,2021,5,30,6.0,量子传感；量子基础概念；量子计算硬件,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片,MOT；NV色心；laser；激光器；离子阱；量子态；量子精密测量,1,3,1,0
之江实验室,2022,6,58,9.666666666666666,量子传感；量子计算；量子计算硬件,量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统,laser；光调制器；光量子计算；单光子探测器；超高真空；量子传感；量子比特；量子电路；量子算法；量子计算；量子计算机；量子门,3,3,0,0
之江实验室,2023,3,23,7.666666666666667,量子传感,量子传感器/精密测量,NV色心；laser；superposition；光调制器；叠加态；激光器；量子态；量子精密测量；金刚石NV色心,1,2,0,0
九零八图案公司,2020,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
于利奇研究中心有限公司,2019,1,12,12.0,量子计算硬件,量子计算硬件/量子芯片,拓扑量子计算；超高真空；量子计算；量子计算机,1,0,0,0
京东数科海益信息科技有限公司,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0
京瓷帝基廷公司,2020,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,2
仁通融合(南京)信息技术有限公司,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
付涛,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
代傲表计系统有限公司,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
代尔夫特理工大学,2019,1,10,10.0,量子传感,量子计算系统,qubit；量子信息,1,0,0,0
任子行网络技术股份有限公司,2020,1,5,5.0,量子通信与安全,量子通信与安全,抗量子攻击,0,1,0,0
佛山科学技术学院,2019,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0
佛山科学技术学院,2021,2,10,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,2,0,0
佛山赛思禅科技有限公司,2023,1,14,14.0,量子通信与安全,量子通信与安全,量子密钥；量子态；量子通信,1,0,0,0
全球能源互联网研究院有限公司,2019,4,35,8.75,量子通信与安全,量子通信与安全,单光子探测器；量子密钥；量子密钥分配；量子态；量子网络；量子通信,2,2,0,0
全球能源互联网研究院有限公司,2020,1,15,15.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分配；量子网络；量子通信,1,0,0,0
全链通有限公司,2019,2,10,5.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,抗量子攻击；量子计算；量子计算机,0,2,0,0
公安部第三研究所,2023,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
兰州空间技术物理研究所,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1
兰州空间技术物理研究所,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,冷原子钟；原子钟,0,0,0,1
兰州空间技术物理研究所,2022,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铯原子钟,0,0,0,2
典基网络科技(上海)有限公司,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
军事科学院系统工程研究院网络信息研究所,2019,2,23,11.5,量子通信与安全,量子通信与安全,单光子探测器；量子信息；量子比特；量子通信,1,1,0,0
军事科学院系统工程研究院网络信息研究所,2020,3,47,15.666666666666666,量子通信与安全,量子通信与安全,entanglement；单光子探测器；量子密钥；量子密钥分发；量子网络；量子通信,3,0,0,0
军事科学院系统工程研究院网络信息研究所,2021,5,72,14.4,量子通信与安全,量子通信与安全,fidelity；单光子探测器；量子中继；量子互联网；量子传感；量子传感器；量子信息；量子信息技术；量子态；量子通信,4,1,0,0
军事科学院系统工程研究院网络信息研究所,2022,11,133,12.090909090909092,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算系统；量子通信与安全,fidelity；laser；单光子探测器；激光器；量子传感；量子保密通信；量子密钥；量子密钥分发；量子态；量子比特；量子测量；量子精密测量；量子通信,8,1,2,0
军事科学院系统工程研究院网络信息研究所,2023,6,72,12.0,量子传感；量子通信与安全,量子传感器/精密测量；量子计量/时间频率/PNT候选；量子通信与安全,entanglement；laser；lasers；qubit；单光子探测器；原子钟；量子态；量子比特；量子测量；量子纠缠；量子网络；量子通信,3,3,0,0
势加透博洁净动力如皋有限公司,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
北京中创为南京量子通信技术有限公司,2019,5,25,5.0,量子通信与安全,量子通信与安全,量子保密通信；量子密钥；量子密钥分发,0,5,0,0
北京中创为南京量子通信技术有限公司,2020,12,76,6.333333333333333,量子通信与安全,量子通信与安全,QKD；laser；激光器；量子保密通信；量子密钥；量子密钥分发；量子通信,3,9,0,0
北京中创为南京量子通信技术有限公司,2021,14,96,6.857142857142857,量子通信与安全,量子通信与安全,QKD；laser；激光器；量子密钥；量子密钥分发；量子态；量子通信,6,8,0,0
北京中科国光量子科技有限公司,2022,14,110,7.857142857142857,量子通信与安全,量子通信与安全,lasers；单光子探测器；激光器；量子安全通信；量子密钥；量子密钥分发,8,6,0,0
北京中科国光量子科技有限公司,2023,19,193,10.157894736842104,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；laser；lasers；单光子探测器；激光器；量子安全通信；量子密钥；量子密钥分发；量子态；量子芯片,14,1,4,0
北京中科弧光量子软件技术有限公司,2022,3,22,7.333333333333333,量子传感；量子计算,量子传感器/精密测量；量子计算系统,量子机器学习；量子比特；量子测量；量子线路；量子计算,2,0,1,0
北京中科弧光量子软件技术有限公司,2023,4,36,9.0,量子计算,量子计算系统,qubits；保真度；量子比特；量子线路；量子计算；量子计算机；量子门,3,0,1,0
北京交通大学,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
北京交通大学,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,时间频率传递,0,0,0,1
北京信息科学技术研究院,2019,2,14,7.0,量子计算,量子计算系统,叠加态；量子叠加；量子计算；量子计算机,1,1,0,0
北京信息科技大学,2019,2,14,7.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子态,1,1,0,0
北京信而泰科技股份有限公司,2019,2,17,8.5,量子通信与安全,量子通信与安全,fidelity；保真度；量子密钥；量子通信,1,1,0,0
北京华信泰科技股份有限公司,2022,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,2
北京华航无线电测量研究所,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0
北京卓越航导科技有限责任公司,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子时标,0,0,0,1
北京卫星导航中心,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟频率,0,0,0,1
北京卫星导航中心,2021,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟频率；铯原子钟,0,0,0,2
北京卫星环境工程研究所,2021,2,12,6.0,量子传感,量子传感器/精密测量,NV色心；laser；金刚石NV色心,0,2,0,0
北京印刷学院,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0
北京印刷学院,2022,1,21,21.0,量子通信与安全,量子通信与安全,entanglement；量子态；量子比特；量子测量；量子网络,1,0,0,0
北京启源问天量子科技有限公司,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
北京启衡星生物科技有限公司,2020,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0
北京启衡星生物科技有限公司,2021,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0
北京国盾量子信息技术有限公司,2019,1,14,14.0,量子通信与安全,量子通信与安全,单光子探测器；激光器；量子密钥；量子密钥分发；量子通信,1,0,0,0
北京国盾量子信息技术有限公司,2020,4,26,6.5,量子通信与安全,量子通信与安全,laser；激光器；量子密钥；量子密钥分发；量子网络,1,3,0,0
北京国盾量子信息技术有限公司,2021,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,2,0,0
北京国科量子共创通信科技研究院有限公司,2022,1,10,10.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发；量子通信,1,0,0,0
北京大学,2019,3,29,9.666666666666666,量子传感,量子计算硬件/量子芯片；量子计量/时间频率/PNT候选,光钟；原子钟；稀释制冷机；超导量子比特；量子信息；量子比特；量子计算；频率标准,1,0,0,2
北京大学,2020,3,17,5.666666666666667,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,laser；光钟；原子干涉；原子干涉仪；原子钟；激光器；铯原子钟；频率标准,1,0,0,2
北京大学,2021,9,89,9.88888888888889,量子传感；量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,qubit；superposition；光量子比特；光量子计算；光钟；单光子探测器；原子钟；原子钟频率；叠加态；拓扑量子比特；稀释制冷机；超导量子比特；量子信息；量子密钥；量子密钥分发；量子态；量子模拟；量子比特；量子芯片；量子计算；铷原子钟；频率基准,3,1,0,5
北京大学,2022,20,134,6.7,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟；量子通信与安全,entanglement；superposition；光钟；原子钟；原子钟频率；离子阱；量子信息；量子态；量子比特；量子测量；量子算法；量子线路；量子计算；量子计算机；量子通信；量子门,7,5,1,7
北京大学,2023,4,45,11.25,量子传感；量子计算,量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟,光钟；稀释制冷机；量子信息；量子态；量子模拟；量子模拟器；量子线路；量子芯片；量子计算；量子计算机；量子门,3,0,0,1
北京天融信网络安全技术有限公司,2019,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
北京天融信网络安全技术有限公司,2021,1,5,5.0,量子传感,其他量子相关/待复核,量子信息,0,1,0,0
北京安御道合科技有限公司,2019,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子网络,1,0,0,0
北京小米移动软件有限公司,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,时间频率传输,0,0,0,1
北京工业大学,2020,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
北京工业大学,2021,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
北京师范大学,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
北京无线电测量研究所,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子网络,0,1,0,0
北京无线电计量测试研究所,2019,5,15,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟频率；原子频标,0,0,0,5
北京无线电计量测试研究所,2020,13,40,3.076923076923077,量子传感；量子基础概念,其他量子相关/待复核；量子计量/时间频率/PNT候选,冷原子钟；原子钟；原子钟频率；原子频标；叠加态；时间频率传递；氢原子钟；铯原子钟；频率驾驭,0,0,1,12
北京无线电计量测试研究所,2021,11,39,3.5454545454545454,量子传感；量子计算硬件,量子传感器/精密测量；量子计算硬件/量子芯片；量子计量/时间频率/PNT候选,原子钟；原子钟频率；原子频标；囚禁离子；时间频率比对；离子阱；量子精密测量；频率基准,0,3,0,8
北京无线电计量测试研究所,2022,7,23,3.2857142857142856,量子传感；量子计算硬件,量子计算硬件/量子芯片；量子计量/时间频率/PNT候选,光钟；原子钟；原子钟频率；离子阱；频率基准,0,1,0,6
北京昌恒皮具制作有限公司,2019,1,5,5.0,量子计算,量子计算系统,量子芯片,0,1,0,0
北京易华录信息技术股份有限公司,2019,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0
北京星际荣耀空间科技有限公司,2019,1,5,5.0,量子计算,量子计算系统,量子电路,0,1,0,0
北京智芯微电子科技有限公司,2019,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分配,0,1,0,0
北京智芯微电子科技有限公司,2023,1,5,5.0,量子传感,量子传感器/精密测量,NV色心,0,1,0,0
北京未磁科技有限公司,2020,1,5,5.0,量子传感,量子传感器/精密测量,量子精密测量,0,1,0,0
北京机电工程研究所,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
北京正道量子科技有限公司,2021,2,18,9.0,量子通信与安全,量子通信与安全,laser；单光子探测器；激光器；量子密钥；量子密钥分发；量子态,1,1,0,0
北京正道量子科技有限公司,2023,3,15,5.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子安全通信；量子计算,0,3,0,0
北京海泰方圆科技股份有限公司,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0
北京海泰方圆科技股份有限公司,2023,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥,0,1,0,0
北京燕山电子设备厂,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟频率,0,0,0,1
北京爱克瑞特金刚石工具有限公司,2022,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
北京玻色量子科技有限公司,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子中继,0,1,0,0
北京玻色量子科技有限公司,2023,5,30,6.0,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,laser；qubits；光量子计算；激光器；量子比特；量子计算；量子计算机,1,4,0,0
北京理工大学,2019,1,4,4.0,量子基础概念,其他量子相关/待复核,量子相干,0,0,1,0
北京理工大学,2020,2,10,5.0,量子传感；量子计算硬件,其他量子相关/待复核；量子计算硬件/量子芯片,离子阱；量子信息；量子信息技术,0,2,0,0
北京理工大学,2021,4,33,8.25,量子传感；量子计算硬件；量子通信与安全,上游材料与核心部件；量子传感器/精密测量；量子计算硬件/量子芯片；量子通信与安全,entanglement；laser；抗量子攻击；激光器；离子阱；量子技术；量子精密测量；量子计算；量子计算机,2,2,0,0
北京理工大学,2022,1,11,11.0,量子传感,量子传感器/精密测量,superposition；叠加态；量子叠加；量子测量,1,0,0,0
北京电子科技学院,2021,2,20,10.0,量子通信与安全,量子通信与安全,量子密钥；量子通信,2,0,0,0
北京电子科技学院,2023,1,5,5.0,量子计算,量子计算系统,qubit；量子比特,0,1,0,0
北京百度网讯科技有限公司,2019,3,30,10.0,量子传感；量子计算；量子计算硬件,其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统,qubit；qubits；超导量子芯片；量子信息；量子比特；量子电路；量子芯片；量子计算；量子计算机；量子门,2,1,0,0
北京百度网讯科技有限公司,2020,17,257,15.117647058823529,量子传感；量子计算；量子计算硬件,其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,fidelity；qubit；qubits；保真度；物理量子比特；超导量子芯片；逻辑量子比特；量子信息；量子态；量子技术；量子模拟；量子比特；量子电路；量子线路；量子芯片；量子计算；量子计算机；量子门,16,1,0,0
北京百度网讯科技有限公司,2021,55,745,13.545454545454545,量子传感；量子计算；量子计算硬件；量子通信与安全,量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟；量子通信与安全,entanglement；qubits；物理量子比特；离子阱；逻辑量子比特；量子仿真；量子信息；量子处理器；量子态；量子技术；量子模拟；量子比特；量子测量；量子电路；量子算法；量子纠缠；量子芯片；量子计算；量子计算机；量子通信；量子门,48,7,0,0
北京百度网讯科技有限公司,2022,41,570,13.902439024390244,量子传感；量子计算；量子计算硬件；量子通信与安全,量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟；量子通信与安全,entanglement；fidelity；laser；qubit；qubits；superposition；保真度；叠加态；物理量子比特；离子阱；超导量子比特；超导量子芯片；逻辑量子比特；量子仿真；量子信息；量子化学；量子密钥；量子密钥分发；量子态；量子技术；量子模拟；量子比特；量子测量；量子电路；量子算法；量子线路；量子网络；量子芯片；量子计算；量子计算机；量子通信；量子门；量子门保真度；门保真度,37,4,0,0
北京百度网讯科技有限公司,2023,40,648,16.2,量子传感；量子计算；量子计算硬件；量子通信与安全,量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟；量子通信与安全,entanglement；laser；qubit；qubits；超导量子比特；超导量子芯片；量子仿真；量子处理器；量子密钥；量子密钥分发；量子态；量子技术；量子比特；量子测量；量子电路；量子算法；量子纠缠；量子网络；量子芯片；量子计算；量子计算机；量子通信；量子门,38,2,0,0
北京石油化工学院,2019,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0
北京空间机电研究所,2019,1,10,10.0,量子计算,量子计算系统,qubit；量子优化；量子态；量子比特,1,0,0,0
北京空间飞行器总体设计部,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
北京空间飞行器总体设计部,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
北京算讯科技有限公司,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
北京耐数电子有限公司,2023,2,20,10.0,量子计算,量子计算系统,qubit；量子比特；量子计算,2,0,0,0
北京自动化控制设备研究所,2019,2,8,4.0,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,原子钟；量子传感；量子传感器,0,1,0,1
北京自动化控制设备研究所,2020,1,5,5.0,量子传感,量子传感器/精密测量,量子传感；量子传感器,0,1,0,0
北京航天发射技术研究所,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟守时,0,0,0,1
北京航天发射技术研究所,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
北京航天常兴科技发展股份有限公司,2023,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
北京航天时代光电科技有限公司,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
北京航天驭星科技有限公司,2022,1,11,11.0,量子计算,量子计算系统,superposition；叠加态；量子门,1,0,0,0
北京航空航天大学,2019,9,82,9.11111111111111,量子传感；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计量/时间频率/PNT候选；量子通信与安全,NV色心；entanglement；laser；qubits；原子干涉；原子干涉仪；激光器；量子传感；量子技术；量子模拟；量子比特；量子精密测量；量子纠缠；量子网络；量子计算；金刚石NV色心；频率基准,4,4,0,1
北京航空航天大学,2020,3,16,5.333333333333333,量子传感,量子传感器/精密测量,NV色心；laser；量子精密测量,0,3,0,0
北京航空航天大学,2021,8,81,10.125,量子传感,量子传感器/精密测量,NV色心；laser；qubit；量子传感；量子传感器；量子态；量子机器学习；量子比特；量子测量；量子电路；量子精密测量；量子计算；量子门；金刚石NV色心,2,6,0,0
北京航空航天大学,2022,1,18,18.0,量子通信与安全,量子通信与安全,量子态；量子比特；量子测量；量子网络；量子门,1,0,0,0
北京航空航天大学,2023,3,9,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子频标；氢原子钟；铯原子钟,0,0,0,3
北京计算机技术及应用研究所,2021,1,26,26.0,量子传感,量子软件/算法/模拟,量子信息；量子态；量子比特；量子相干；量子算法；量子纠缠；量子线路；量子计算,1,0,0,0
北京连山科技股份有限公司,2023,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子计算,1,0,0,0
北京邮电大学,2019,21,117,5.571428571428571,量子传感；量子计算；量子通信与安全,量子传感器/精密测量；量子计算系统；量子通信与安全,MOT；QKD；单光子探测器；量子密钥；量子密钥分发；量子密钥分配；量子态；量子计算；量子通信,2,19,0,0
北京邮电大学,2020,7,44,6.285714285714286,量子通信与安全,量子通信与安全,QKD；laser；单光子探测器；激光器；量子保密通信；量子密钥；量子密钥分发,2,5,0,0
北京邮电大学,2021,7,41,5.857142857142857,量子传感；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计量/时间频率/PNT候选；量子通信与安全,QKD；光子量子比特；量子密钥；量子密钥分发；量子态；量子比特；频率基准,1,5,0,1
北京邮电大学,2022,10,53,5.3,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；量子密钥；量子密钥分发；量子态；量子通信,1,8,1,0
北京酷鲨科技有限公司,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子频标,0,0,0,1
北京量子信息科学研究院,2020,2,21,10.5,量子计算；量子通信与安全,量子计算系统；量子计量/时间频率/PNT候选,laser；激光器；量子处理器；量子密钥；量子密钥分发；量子态；量子线路；量子计算；频率标准,2,0,0,0
北京量子信息科学研究院,2021,5,41,8.2,量子基础概念；量子计算；量子计算硬件,其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统,超导量子芯片；量子处理器；量子态；量子线路；量子芯片；量子计算；量子计算机；量子门,3,1,1,0
北京量子信息科学研究院,2022,5,44,8.8,量子计算；量子通信与安全,量子计算系统；量子通信与安全,QKD；fidelity；保真度；量子密钥；量子密钥分发；量子态；量子比特；量子线路；量子计算；量子通信；门保真度,3,1,1,0
北京量子信息科学研究院,2023,1,15,15.0,量子计算,量子计算系统,fidelity；qubit；保真度；物理量子比特；量子比特；量子线路；量子芯片；量子计算；量子计算机；门保真度,1,0,0,0
北京金匙基因科技有限公司,2021,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0
北卡罗来纳-查佩尔山大学,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
北斗天汇(北京)科技有限公司,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
北方工业大学,2020,1,26,26.0,量子通信与安全,量子通信与安全,entanglement；量子中继；量子中继器；量子信息；量子态；量子纠缠；量子网络；量子计算；量子门,1,0,0,0
北方工业大学,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0
北方工业大学,2022,1,11,11.0,量子通信与安全,量子通信与安全,entanglement；量子态；量子网络,1,0,0,0
匡一中,2019,1,13,13.0,量子传感,量子计算系统,entanglement；laser；激光器；量子信息；量子信息技术；量子计算,1,0,0,0
区链通网络有限公司,2019,1,10,10.0,量子通信与安全,量子通信与安全,后量子密码；量子计算；量子计算机,1,0,0,0
华东师范大学,2019,1,6,6.0,量子传感,上游材料与核心部件,laser；激光器；量子信息,0,1,0,0
华东师范大学,2020,6,47,7.833333333333333,量子传感；量子基础概念；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计量/时间频率/PNT候选；量子通信与安全,laser；光钟；激光器；离子阱；超高真空；量子中继；量子中继器；量子态；量子技术；量子测量；量子计算,3,2,1,0
华东师范大学,2021,3,22,7.333333333333333,量子传感；量子计算,量子传感器/精密测量；量子计算系统,laser；lasers；光钟；激光器；磁光阱；量子测量；量子计算,0,3,0,0
华东师范大学,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,光钟；冷原子钟；原子钟,0,0,0,1
华东计算技术研究所(中国电子科技集团公司第三十二研究所),2019,2,36,18.0,量子计算硬件,量子计算硬件/量子芯片,laser；qubit；qubits；容错量子计算；超导量子比特；超导量子芯片；量子比特；量子芯片；量子计算,2,0,0,0
华东计算技术研究所(中国电子科技集团公司第三十二研究所),2020,2,20,10.0,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,超导量子比特；量子比特；量子芯片；量子计算；量子计算机,1,1,0,0
华东计算技术研究所(中国电子科技集团公司第三十二研究所),2021,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
华东计算技术研究所(中国电子科技集团公司第三十二研究所),2022,1,12,12.0,量子计算,量子软件/算法/模拟,量子算法；量子线路；量子芯片；量子计算；量子计算机；量子门,1,0,0,0
华中光电技术研究所(中国船舶重工集团公司第七一七研究所),2020,1,5,5.0,量子传感,量子传感器/精密测量,原子干涉；磁光阱,0,1,0,0
华中光电技术研究所(中国船舶重工集团公司第七一七研究所),2021,6,34,5.666666666666667,量子传感,量子传感器/精密测量,laser；lasers；光调制器；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；磁光阱,0,6,0,0
华中光电技术研究所(中国船舶重工集团公司第七一七研究所),2022,6,37,6.166666666666667,量子传感,量子传感器/精密测量,MOT；laser；lasers；光调制器；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；磁光阱；磁光阱真空腔；量子态,1,5,0,0
华中光电技术研究所(中国船舶重工集团有限公司第七一七研究所),2019,1,5,5.0,量子传感,量子传感器/精密测量,MOT；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；磁光阱,0,1,0,0
华中光电技术研究所(中国船舶集团有限公司第七一七研究所),2023,2,12,6.0,量子传感,量子传感器/精密测量,laser；原子干涉；原子干涉仪；磁光阱,0,2,0,0
华中农业大学,2021,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子计算；量子计算机,1,0,0,0
华中科技大学,2019,2,27,13.5,量子传感；量子通信与安全,量子计量/时间频率/PNT候选；量子通信与安全,原子频标；量子信息；量子信息技术；量子态；量子比特；量子网络；量子芯片,1,0,0,1
华中科技大学,2020,3,26,8.666666666666666,量子传感；量子通信与安全,量子传感器/精密测量；量子计算系统；量子通信与安全,entanglement；superposition；原子干涉；量子信息；量子密钥；量子态；量子纠缠；量子计算,1,2,0,0
华中科技大学,2021,1,5,5.0,量子传感,量子传感器/精密测量,磁光阱,0,1,0,0
华中科技大学,2022,8,61,7.625,量子传感；量子基础概念；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子通信与安全,laser；原子干涉；原子干涉仪；后量子加密；后量子密码；抗量子攻击；激光器；量子安全通信；量子态；量子计算,3,4,1,0
华中科技大学,2023,4,25,6.25,量子传感；量子计算；量子通信与安全,量子传感器/精密测量；量子计算系统；量子通信与安全,NV色心；后量子密码；量子传感；量子计算；金刚石NV色心,1,3,0,0
华为技术有限公司,2019,9,87,9.666666666666666,量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子通信与安全,QKD；entanglement；光量子计算；单光子探测器；激光器；量子密钥；量子密钥分发；量子态；量子比特；量子计算；量子通信,5,4,0,0
华为技术有限公司,2020,10,118,11.8,量子传感；量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子通信与安全,fidelity；laser；保真度；激光器；离子阱；超导量子芯片；量子优化；量子信息；量子密钥；量子态；量子比特；量子芯片；量子计算；量子计算机；量子通信；量子门,8,2,0,0
华为技术有限公司,2021,5,32,6.4,量子传感；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计量/时间频率/PNT候选；量子通信与安全,laser；单光子探测器；激光器；离子阱；量子密钥；量子密钥分发；量子通信；频率基准,2,2,0,1
华北电力大学,2020,2,31,15.5,量子通信与安全,量子通信与安全,QKD；entanglement；量子信息；量子密钥；量子密钥分配；量子态；量子测量；量子网络,1,1,0,0
华北电力大学,2021,6,75,12.5,量子通信与安全,量子通信与安全,QKD；entanglement；保真度；量子信息；量子密钥；量子密钥分配；量子态；量子测量；量子纠缠；量子通信,5,1,0,0
华北电力大学(保定),2021,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发,0,1,0,0
