period,keyword,tfidf_score,frequency,document_count,document_share,period_order,document_share_change,tfidf_score_change,document_share_growth_rate
2026-01_02,hydrogen allocation rounds,0.171153,31.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,hydrogen allocation rounds,0.0,0.0,0.0,0.0,1,-0.095238,-0.171153,-0.9999895000997491
2026-05_06,hydrogen allocation rounds,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,hydrogen ambitions,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen ambitions,0.092957,9.0,2.0,0.095238,1,0.095238,0.092957,95238.00000000001
2026-05_06,hydrogen ambitions,0.0,0.0,0.0,0.0,2,-0.095238,-0.092957,-0.9999895000997491
2026-01_02,hydrogen aviation,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen aviation,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,hydrogen aviation,0.145756,26.0,2.0,0.133333,2,0.133333,0.145756,133333.0
2026-01_02,hydrogen car,0.070285,11.0,5.0,0.238095,0,0.0,0.0,238095.0
2026-03_04,hydrogen car,0.0,0.0,0.0,0.0,1,-0.238095,-0.070285,-0.9999958000134399
2026-05_06,hydrogen car,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,hydrogen combustion,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen combustion,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,hydrogen combustion,0.154608,29.0,3.0,0.2,2,0.2,0.154608,200000.00000000003
2026-01_02,hydrogen costs,0.106765,19.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,hydrogen costs,0.088558,19.0,2.0,0.095238,1,0.0,-0.018207,0.0
2026-05_06,hydrogen costs,0.0,0.0,0.0,0.0,2,-0.095238,-0.088558,-0.9999895000997491
2026-01_02,hydrogen economy,0.203457,43.0,4.0,0.190476,0,0.0,0.0,190476.00000000003
2026-03_04,hydrogen economy,0.141425,27.0,2.0,0.095238,1,-0.095238,-0.062032000000000004,-0.49999737501115615
2026-05_06,hydrogen economy,0.115605,132.0,2.0,0.133333,2,0.038095000000000004,-0.025819999999999996,0.39999370005984947
2026-01_02,hydrogen electric,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen electric,0.127656,5.0,1.0,0.047619,1,0.047619,0.127656,47619.00000000001
2026-05_06,hydrogen electric,0.0,0.0,0.0,0.0,2,-0.047619,-0.127656,-0.9999790004199915
2026-01_02,hydrogen energy,0.100351,16.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,hydrogen energy,0.0,0.0,0.0,0.0,1,-0.095238,-0.100351,-0.9999895000997491
2026-05_06,hydrogen energy,0.290272,58.0,5.0,0.333333,2,0.333333,0.290272,333333.0
2026-01_02,hydrogen fuel,0.608577,196.0,15.0,0.714286,0,0.0,0.0,714286.0
2026-03_04,hydrogen fuel,0.547018,178.0,11.0,0.52381,1,-0.19047599999999998,-0.06155900000000003,-0.2666659200013439
2026-05_06,hydrogen fuel,0.285999,285.0,10.0,0.666667,2,0.142857,-0.261019,0.2727262314078933
2026-01_02,hydrogen fuel cell,0.2988,45.0,6.0,0.285714,0,0.0,0.0,285714.0
2026-03_04,hydrogen fuel cell,0.291193,67.0,4.0,0.190476,1,-0.09523800000000002,-0.00760700000000003,-0.3333321666695833
2026-05_06,hydrogen fuel cell,0.0,0.0,0.0,0.0,2,-0.190476,-0.291193,-0.9999947500223124
2026-01_02,hydrogen fuel cell technology,0.212374,26.0,4.0,0.190476,0,0.0,0.0,190476.00000000003
2026-03_04,hydrogen fuel cell technology,0.0,0.0,0.0,0.0,1,-0.190476,-0.212374,-0.9999947500223124
2026-05_06,hydrogen fuel cell technology,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,hydrogen fuel cells,0.443991,135.0,11.0,0.52381,0,0.0,0.0,523810.00000000006
2026-03_04,hydrogen fuel cells,0.420755,103.0,6.0,0.285714,1,-0.23809599999999997,-0.023236000000000034,-0.4545456280986845
2026-05_06,hydrogen fuel cells,0.212095,58.0,6.0,0.4,2,0.114286,-0.20865999999999998,0.3999999999999999
2026-01_02,hydrogen gear,0.120982,24.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,hydrogen gear,0.0,0.0,0.0,0.0,1,-0.095238,-0.120982,-0.9999895000997491
2026-05_06,hydrogen gear,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,hydrogen hubs,0.195417,53.0,5.0,0.238095,0,0.0,0.0,238095.0
2026-03_04,hydrogen hubs,0.135552,26.0,3.0,0.142857,1,-0.09523799999999999,-0.059865,-0.39999832000537594
2026-05_06,hydrogen hubs,0.126308,16.0,2.0,0.133333,2,-0.009524000000000005,-0.009244000000000002,-0.06666759999440008
2026-01_02,hydrogen industry,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen industry,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,hydrogen industry,0.219146,102.0,2.0,0.133333,2,0.133333,0.219146,133333.0
2026-01_02,hydrogen infrastructure,0.516674,182.0,15.0,0.714286,0,0.0,0.0,714286.0
2026-03_04,hydrogen infrastructure,0.559286,143.0,11.0,0.52381,1,-0.19047599999999998,0.04261199999999998,-0.2666659200013439
2026-05_06,hydrogen infrastructure,0.557295,209.0,13.0,0.866667,2,0.34285699999999997,-0.001990999999999965,0.6545433371960496
2026-01_02,hydrogen network,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen network,0.11065,13.0,2.0,0.095238,1,0.095238,0.11065,95238.00000000001
2026-05_06,hydrogen network,0.0,0.0,0.0,0.0,2,-0.095238,-0.11065,-0.9999895000997491
2026-01_02,hydrogen offtake,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen offtake,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,hydrogen offtake,0.124861,28.0,3.0,0.2,2,0.2,0.124861,200000.00000000003
2026-01_02,hydrogen pilots,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen pilots,0.106211,19.0,2.0,0.095238,1,0.095238,0.106211,95238.00000000001
2026-05_06,hydrogen pilots,0.0,0.0,0.0,0.0,2,-0.095238,-0.106211,-0.9999895000997491
2026-01_02,hydrogen pipeline,0.039804,15.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,hydrogen pipeline,0.0,0.0,0.0,0.0,1,-0.095238,-0.039804,-0.9999895000997491
2026-05_06,hydrogen pipeline,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,hydrogen policy,0.135073,24.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,hydrogen policy,0.0,0.0,0.0,0.0,1,-0.095238,-0.135073,-0.9999895000997491
2026-05_06,hydrogen policy,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,hydrogen powered,0.276912,58.0,5.0,0.238095,0,0.0,0.0,238095.0
2026-03_04,hydrogen powered,0.0,0.0,0.0,0.0,1,-0.238095,-0.276912,-0.9999958000134399
2026-05_06,hydrogen powered,0.160971,42.0,5.0,0.333333,2,0.333333,0.160971,333333.0
2026-01_02,hydrogen production,0.35653,101.0,12.0,0.571429,0,0.0,0.0,571429.0
2026-03_04,hydrogen production,0.449127,140.0,13.0,0.619048,1,0.04761900000000008,0.09259699999999998,0.08333304166739608
2026-05_06,hydrogen production,0.486753,200.0,13.0,0.866667,2,0.24761899999999992,0.03762599999999999,0.39999903077139276
2026-01_02,hydrogen production methods,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen production methods,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,hydrogen production methods,0.214969,46.0,5.0,0.333333,2,0.333333,0.214969,333333.0
2026-01_02,hydrogen racing,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen racing,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,hydrogen racing,0.127293,20.0,2.0,0.133333,2,0.133333,0.127293,133333.0
2026-01_02,hydrogen ready,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen ready,0.122079,13.0,2.0,0.095238,1,0.095238,0.122079,95238.00000000001
2026-05_06,hydrogen ready,0.0,0.0,0.0,0.0,2,-0.095238,-0.122079,-0.9999895000997491
2026-01_02,hydrogen refueling,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen refueling,0.095873,14.0,2.0,0.095238,1,0.095238,0.095873,95238.00000000001
2026-05_06,hydrogen refueling,0.126148,28.0,4.0,0.266667,2,0.171429,0.03027500000000001,1.7999874001196985
2026-01_02,hydrogen refueling stations,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen refueling stations,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,hydrogen refueling stations,0.116989,26.0,4.0,0.266667,2,0.266667,0.116989,266667.0
2026-01_02,hydrogen sector,0.211366,59.0,3.0,0.142857,0,0.0,0.0,142857.00000000003
2026-03_04,hydrogen sector,0.0,0.0,0.0,0.0,1,-0.142857,-0.211366,-0.9999930000419998
2026-05_06,hydrogen sector,0.123232,126.0,2.0,0.133333,2,0.133333,0.123232,133333.0
2026-01_02,hydrogen storage,0.066853,18.0,5.0,0.238095,0,0.0,0.0,238095.0
2026-03_04,hydrogen storage,0.552437,94.0,5.0,0.238095,1,0.0,0.48558399999999996,0.0
2026-05_06,hydrogen storage,0.348006,122.0,10.0,0.666667,2,0.428572,-0.20443099999999997,1.799996640010752
2026-01_02,hydrogen supply,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen supply,0.210473,32.0,4.0,0.190476,1,0.190476,0.210473,190476.00000000003
2026-05_06,hydrogen supply,0.120469,20.0,3.0,0.2,2,0.009524000000000005,-0.09000399999999999,0.050000787496653265
2026-01_02,hydrogen systems,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,hydrogen systems,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,hydrogen systems,0.142143,18.0,1.0,0.066667,2,0.066667,0.142143,66667.00000000001
2026-01_02,hydrogen technologies,0.153738,25.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,hydrogen technologies,0.0,0.0,0.0,0.0,1,-0.095238,-0.153738,-0.9999895000997491
2026-05_06,hydrogen technologies,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,industrial,0.826873,395.0,19.0,0.904762,0,0.0,0.0,904762.0
2026-03_04,industrial,0.894187,336.0,14.0,0.666667,1,-0.23809499999999995,0.06731399999999998,-0.2631573130200947
2026-05_06,industrial,0.601337,322.0,11.0,0.733333,2,0.066666,-0.29284999999999994,0.09999880000239991
2026-01_02,industrial decarbonization,0.511032,160.0,13.0,0.619048,0,0.0,0.0,619048.0000000001
2026-03_04,industrial decarbonization,0.268452,75.0,11.0,0.52381,1,-0.09523800000000004,-0.24258000000000002,-0.1538456568058426
2026-05_06,industrial decarbonization,0.0,0.0,0.0,0.0,2,-0.52381,-0.268452,-0.999998090914471
2026-01_02,industrial demand,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,industrial demand,0.139445,28.0,2.0,0.095238,1,0.095238,0.139445,95238.00000000001
2026-05_06,industrial demand,0.0,0.0,0.0,0.0,2,-0.095238,-0.139445,-0.9999895000997491
2026-01_02,industrial heat,0.03665,5.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,industrial heat,0.0,0.0,0.0,0.0,1,-0.095238,-0.03665,-0.9999895000997491
2026-05_06,industrial heat,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,industrial hubs,0.125256,22.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,industrial hubs,0.06856,10.0,2.0,0.095238,1,0.0,-0.05669600000000001,0.0
2026-05_06,industrial hubs,0.0,0.0,0.0,0.0,2,-0.095238,-0.06856,-0.9999895000997491
2026-01_02,industrial infrastructure,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,industrial infrastructure,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,industrial infrastructure,0.085668,7.0,1.0,0.066667,2,0.066667,0.085668,66667.00000000001
2026-01_02,industrial parks,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,industrial parks,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,industrial parks,0.13026,16.0,2.0,0.133333,2,0.133333,0.13026,133333.0
2026-01_02,industrial processes,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,industrial processes,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,industrial processes,0.085665,22.0,2.0,0.133333,2,0.133333,0.085665,133333.0
2026-01_02,industrial scale,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,industrial scale,0.147471,27.0,2.0,0.095238,1,0.095238,0.147471,95238.00000000001
2026-05_06,industrial scale,0.0,0.0,0.0,0.0,2,-0.095238,-0.147471,-0.9999895000997491
2026-01_02,industrial sites,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,industrial sites,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,industrial sites,0.181187,43.0,3.0,0.2,2,0.2,0.181187,200000.00000000003
2026-01_02,industrial users,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,industrial users,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,industrial users,0.088013,15.0,2.0,0.133333,2,0.133333,0.088013,133333.0
2026-01_02,industrial zones,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,industrial zones,0.061241,12.0,2.0,0.095238,1,0.095238,0.061241,95238.00000000001
2026-05_06,industrial zones,0.0,0.0,0.0,0.0,2,-0.095238,-0.061241,-0.9999895000997491
2026-01_02,industry hydrogen,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,industry hydrogen,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,industry hydrogen,0.123843,48.0,2.0,0.133333,2,0.133333,0.123843,133333.0
2026-01_02,infrastructure,0.783104,341.0,17.0,0.809524,0,0.0,0.0,809524.0000000001
2026-03_04,infrastructure,0.903281,318.0,19.0,0.904762,1,0.09523799999999993,0.12017699999999998,0.11764676816651742
2026-05_06,infrastructure,0.0,0.0,0.0,0.0,2,-0.904762,-0.903281,-0.99999889473818
2026-01_02,infrastructure build,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,infrastructure build,0.087714,12.0,2.0,0.095238,1,0.095238,0.087714,95238.00000000001
2026-05_06,infrastructure build,0.0,0.0,0.0,0.0,2,-0.095238,-0.087714,-0.9999895000997491
2026-01_02,infrastructure ecosystem,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,infrastructure ecosystem,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,infrastructure ecosystem,0.043287,7.0,1.0,0.066667,2,0.066667,0.043287,66667.00000000001
2026-01_02,infrastructure law,0.091349,13.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,infrastructure law,0.0,0.0,0.0,0.0,1,-0.095238,-0.091349,-0.9999895000997491
2026-05_06,infrastructure law,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,infrastructure pilot,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,infrastructure pilot,0.100031,9.0,1.0,0.047619,1,0.047619,0.100031,47619.00000000001
2026-05_06,infrastructure pilot,0.0,0.0,0.0,0.0,2,-0.047619,-0.100031,-0.9999790004199915
2026-01_02,infrastructure readiness,0.078342,23.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,infrastructure readiness,0.0,0.0,0.0,0.0,1,-0.095238,-0.078342,-0.9999895000997491
2026-05_06,infrastructure readiness,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,large scale hydrogen,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,large scale hydrogen,0.1632,18.0,2.0,0.095238,1,0.095238,0.1632,95238.00000000001
2026-05_06,large scale hydrogen,0.0,0.0,0.0,0.0,2,-0.095238,-0.1632,-0.9999895000997491
2026-01_02,latest clean hydrogen,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,latest clean hydrogen,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,latest clean hydrogen,0.009902,2.0,2.0,0.133333,2,0.133333,0.009902,133333.0
2026-01_02,liquid,0.118608,26.0,3.0,0.142857,0,0.0,0.0,142857.00000000003
2026-03_04,liquid,0.108608,18.0,2.0,0.095238,1,-0.04761900000000001,-0.010000000000000009,-0.33333100001399996
2026-05_06,liquid,0.416571,119.0,7.0,0.466667,2,0.371429,0.30796300000000004,3.899967450309221
2026-01_02,liquid hydrogen,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,liquid hydrogen,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,liquid hydrogen,0.426548,102.0,5.0,0.333333,2,0.333333,0.426548,333333.0
2026-01_02,liquid hydrogen storage,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,liquid hydrogen storage,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,liquid hydrogen storage,0.151409,28.0,3.0,0.2,2,0.2,0.151409,200000.00000000003
2026-01_02,low carbon hydrogen,0.317198,77.0,3.0,0.142857,0,0.0,0.0,142857.00000000003
2026-03_04,low carbon hydrogen,0.0,0.0,0.0,0.0,1,-0.142857,-0.317198,-0.9999930000419998
2026-05_06,low carbon hydrogen,0.115374,21.0,3.0,0.2,2,0.2,0.115374,200000.00000000003
2026-01_02,make hydrogen,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,make hydrogen,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,make hydrogen,0.004978,2.0,2.0,0.133333,2,0.133333,0.004978,133333.0
2026-01_02,mapping hydrogen,0.057327,19.0,1.0,0.047619,0,0.0,0.0,47619.00000000001
2026-03_04,mapping hydrogen,0.0,0.0,0.0,0.0,1,-0.047619,-0.057327,-0.9999790004199915
2026-05_06,mapping hydrogen,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,michigan geologic hydrogen,0.028345,7.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,michigan geologic hydrogen,0.0,0.0,0.0,0.0,1,-0.095238,-0.028345,-0.9999895000997491
2026-05_06,michigan geologic hydrogen,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,michigan geologic hydrogen exploration,0.021286,4.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,michigan geologic hydrogen exploration,0.0,0.0,0.0,0.0,1,-0.095238,-0.021286,-0.9999895000997491
2026-05_06,michigan geologic hydrogen exploration,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,national hydrogen,0.053921,21.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,national hydrogen,0.0,0.0,0.0,0.0,1,-0.095238,-0.053921,-0.9999895000997491
2026-05_06,national hydrogen,0.055054,10.0,2.0,0.133333,2,0.133333,0.055054,133333.0
2026-01_02,pem fuel cell,0.168236,29.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,pem fuel cell,0.0,0.0,0.0,0.0,1,-0.095238,-0.168236,-0.9999895000997491
2026-05_06,pem fuel cell,0.079794,13.0,2.0,0.133333,2,0.133333,0.079794,133333.0
2026-01_02,pilot production,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,pilot production,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,pilot production,0.119087,20.0,2.0,0.133333,2,0.133333,0.119087,133333.0
2026-01_02,pipeline,0.219861,69.0,5.0,0.238095,0,0.0,0.0,238095.0
2026-03_04,pipeline,0.637012,113.0,6.0,0.285714,1,0.04761900000000002,0.41715100000000005,0.19999916000268803
2026-05_06,pipeline,0.205271,42.0,2.0,0.133333,2,-0.15238100000000002,-0.43174100000000004,-0.5333321666695833
2026-01_02,pipelines storage,0.167743,39.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,pipelines storage,0.0,0.0,0.0,0.0,1,-0.095238,-0.167743,-0.9999895000997491
2026-05_06,pipelines storage,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,power generation,0.03665,5.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,power generation,0.0,0.0,0.0,0.0,1,-0.095238,-0.03665,-0.9999895000997491
2026-05_06,power generation,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,pressure hydrogen,0.032335,6.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,pressure hydrogen,0.061402,9.0,2.0,0.095238,1,0.0,0.029066999999999996,0.0
2026-05_06,pressure hydrogen,0.025879,6.0,3.0,0.2,2,0.10476200000000001,-0.035523,1.0999905500897742
2026-01_02,pressure hydrogen cylinders,0.032335,6.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,pressure hydrogen cylinders,0.0,0.0,0.0,0.0,1,-0.095238,-0.032335,-0.9999895000997491
2026-05_06,pressure hydrogen cylinders,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,pressure hydrogen storage,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,pressure hydrogen storage,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,pressure hydrogen storage,0.021298,5.0,2.0,0.133333,2,0.133333,0.021298,133333.0
2026-01_02,pressure storage,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,pressure storage,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,pressure storage,0.099321,18.0,3.0,0.2,2,0.2,0.099321,200000.00000000003
2026-01_02,pressure storage solutions,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,pressure storage solutions,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,pressure storage solutions,0.062371,9.0,2.0,0.133333,2,0.133333,0.062371,133333.0
2026-01_02,produce hydrogen,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,produce hydrogen,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,produce hydrogen,0.102301,33.0,2.0,0.133333,2,0.133333,0.102301,133333.0
2026-01_02,producing green hydrogen,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,producing green hydrogen,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,producing green hydrogen,0.098046,27.0,3.0,0.2,2,0.2,0.098046,200000.00000000003
2026-01_02,production,0.596459,244.0,18.0,0.857143,0,0.0,0.0,857143.0
2026-03_04,production,0.815586,326.0,19.0,0.904762,1,0.04761899999999997,0.21912700000000007,0.055555425926098634
2026-05_06,production,0.776692,355.0,14.0,0.933333,2,0.028571000000000013,-0.038893999999999984,0.03157843545768335
2026-01_02,production costs,0.066146,12.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,production costs,0.0,0.0,0.0,0.0,1,-0.095238,-0.066146,-0.9999895000997491
2026-05_06,production costs,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,production hubs,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,production hubs,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,production hubs,0.14296,17.0,2.0,0.133333,2,0.133333,0.14296,133333.0
2026-01_02,production industrial,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,production industrial,0.0306,1.0,1.0,0.047619,1,0.047619,0.0306,47619.00000000001
2026-05_06,production industrial,0.0,0.0,0.0,0.0,2,-0.047619,-0.0306,-0.9999790004199915
2026-01_02,production methods,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,production methods,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,production methods,0.214969,46.0,5.0,0.333333,2,0.333333,0.214969,333333.0
2026-01_02,production plants,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,production plants,0.046121,7.0,2.0,0.095238,1,0.095238,0.046121,95238.00000000001
2026-05_06,production plants,0.0,0.0,0.0,0.0,2,-0.095238,-0.046121,-0.9999895000997491
2026-01_02,production ramps,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,production ramps,0.082502,13.0,2.0,0.095238,1,0.095238,0.082502,95238.00000000001
2026-05_06,production ramps,0.0,0.0,0.0,0.0,2,-0.095238,-0.082502,-0.9999895000997491
2026-01_02,production sites,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,production sites,0.042649,7.0,2.0,0.095238,1,0.095238,0.042649,95238.00000000001
2026-05_06,production sites,0.0,0.0,0.0,0.0,2,-0.095238,-0.042649,-0.9999895000997491
2026-01_02,production storage,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,production storage,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,production storage,0.148517,25.0,2.0,0.133333,2,0.133333,0.148517,133333.0
2026-01_02,production tax,0.043454,9.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,production tax,0.0,0.0,0.0,0.0,1,-0.095238,-0.043454,-0.9999895000997491
2026-05_06,production tax,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,pure hydrogen,0.062417,11.0,3.0,0.142857,0,0.0,0.0,142857.00000000003
2026-03_04,pure hydrogen,0.0,0.0,0.0,0.0,1,-0.142857,-0.062417,-0.9999930000419998
2026-05_06,pure hydrogen,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
2026-01_02,rapid refueling,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,rapid refueling,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,rapid refueling,0.111952,18.0,2.0,0.133333,2,0.133333,0.111952,133333.0
2026-01_02,refuel,0.06068,10.0,2.0,0.095238,0,0.0,0.0,95238.00000000001
2026-03_04,refuel,0.065646,6.0,2.0,0.095238,1,0.0,0.004965999999999998,0.0
2026-05_06,refuel,0.0,0.0,0.0,0.0,2,-0.095238,-0.065646,-0.9999895000997491
2026-01_02,refueling,0.361973,115.0,7.0,0.333333,0,0.0,0.0,333333.0
2026-03_04,refueling,0.288341,65.0,7.0,0.333333,1,0.0,-0.07363199999999998,0.0
2026-05_06,refueling,0.521973,192.0,10.0,0.666667,2,0.333334,0.233632,1.0000000000000004
2026-01_02,refueling infrastructure,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,refueling infrastructure,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
2026-05_06,refueling infrastructure,0.074392,17.0,2.0,0.133333,2,0.133333,0.074392,133333.0
2026-01_02,refueling network,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2026-03_04,refueling network,0.087937,10.0,2.0,0.095238,1,0.095238,0.087937,95238.00000000001
2026-05_06,refueling network,0.0,0.0,0.0,0.0,2,-0.095238,-0.087937,-0.9999895000997491
2026-01_02,refueling networks,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
