第一申请人,主体类型,省级地区,第一申请人城市标准化,year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,main_quantum_category,type_review_count
天翼安全科技有限公司,企业,北京,北京,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
成方金融科技有限公司,企业,北京,北京,2022,1,5,5.0,量子通信与安全,量子通信与安全,0
成方金融科技有限公司,企业,北京,北京,2024,1,10,10.0,量子通信与安全,量子通信与安全,0
数盾信息科技股份有限公司,企业,北京,北京,2025,2,10,5.0,量子通信与安全,量子通信与安全,0
明阳时创(北京)科技有限公司,企业,北京,北京,2024,1,12,12.0,量子计算,量子计算,0
星汉时空科技(北京)有限公司,企业,北京,北京,2022,1,3,3.0,量子传感,量子传感,0
晋商博创(北京)科技有限公司,企业,北京,北京,2023,1,5,5.0,量子计算,量子计算,0
普天信息技术有限公司,企业,北京,北京,2022,1,4,4.0,量子基础概念,量子基础概念,0
林和,个人,北京,北京,2022,3,25,8.333333333333334,量子传感；量子计算,量子传感,0
梁伟,个人,北京,北京,2021,1,5,5.0,量子通信与安全,量子通信与安全,0
椭圆时空(北京)科技有限公司,企业,北京,北京,2025,1,3,3.0,量子传感,量子传感,0
正则量子(北京)技术有限公司,企业,北京,北京,2024,13,122,9.384615384615385,量子基础概念；量子计算；量子通信与安全,量子通信与安全,0
正则量子(北京)技术有限公司,企业,北京,北京,2025,4,25,6.25,量子通信与安全,量子通信与安全,0
波时(北京)科技有限公司,企业,北京,北京,2025,1,3,3.0,量子传感,量子传感,0
浪潮(北京)电子信息产业有限公司,企业,北京,北京,2025,1,5,5.0,量子计算,量子计算,0
海天地数码科技(北京)有限公司,企业,北京,北京,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
清华大学,高校,北京,北京,2021,11,68,6.181818181818182,量子传感；量子计算硬件；量子基础概念；量子通信与安全；量子计算,量子传感,0
清华大学,高校,北京,北京,2022,27,233,8.62962962962963,量子通信与安全；量子计算硬件；量子计算；量子传感,量子计算,0
清华大学,高校,北京,北京,2023,11,86,7.818181818181818,量子通信与安全；量子基础概念；量子传感；量子计算硬件；量子计算,量子通信与安全,0
清华大学,高校,北京,北京,2024,29,248,8.551724137931034,量子通信与安全；量子计算硬件；量子计算；量子传感；量子基础概念,量子计算,0
清华大学,高校,北京,北京,2025,10,98,9.8,量子计算硬件；量子计算；量子通信与安全；量子传感；量子基础概念,量子计算,0
百度在线网络技术(北京)有限公司,企业,北京,北京,2025,1,5,5.0,量子计算,量子计算,0
相干(北京)科技有限公司,企业,北京,北京,2025,6,60,10.0,量子计算；量子通信与安全,量子计算,0
神盾迅波(北京)量子科技发展有限公司,企业,北京,北京,2025,1,9,9.0,量子通信与安全,量子通信与安全,0
美因健康科技(北京)有限公司,企业,北京,北京,2021,1,5,5.0,量子计算,量子计算,0
航天东方红卫星有限公司,企业,北京,北京,2023,1,3,3.0,量子传感,量子传感,0
航天科工防御技术研究试验中心,科研院所,北京,北京,2022,1,3,3.0,量子传感,量子传感,0
良业科技集团股份有限公司,企业,北京,北京,2025,1,19,19.0,量子传感,量子传感,0
苍宇天基(北京)信息通信技术有限公司,企业,北京,北京,2025,1,3,3.0,量子传感,量子传感,0
董绍锋,个人,北京,北京,2021,1,5,5.0,量子通信与安全,量子通信与安全,0
融安云网(北京)技术有限公司,企业,北京,北京,2025,2,11,5.5,量子计算；量子基础概念,量子计算,0
赵义博,个人,北京,北京,2024,1,9,9.0,量子通信与安全,量子通信与安全,0
赵义博,个人,北京,北京,2025,3,26,8.666666666666666,量子通信与安全,量子通信与安全,0
软极网络技术(北京)有限公司,企业,北京,北京,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
顾中建,个人,北京,北京,2023,2,25,12.5,量子计算硬件,量子计算硬件,0
飞诺门阵(北京)科技有限公司,企业,北京,北京,2025,1,15,15.0,量子通信与安全,量子通信与安全,0
首都医科大学附属北京友谊医院,高校,北京,北京,2023,1,9,9.0,量子计算,量子计算,0
首都医科大学附属北京同仁医院,高校,北京,北京,2025,1,14,14.0,量子传感,量子传感,0
台湾积体电路制造股份有限公司,企业,台湾,新竹,2025,1,3,3.0,量子计算,量子计算,0
联华电子股份有限公司,企业,台湾,台湾省,2022,1,5,5.0,量子计算硬件,量子计算硬件,0
联华电子股份有限公司,企业,台湾,新竹,2025,1,5,5.0,量子计算硬件,量子计算硬件,0
谱光仪器股份有限公司,企业,台湾,台湾省,2021,1,5,5.0,量子计算硬件,量子计算硬件,0
东北师范大学,高校,吉林,长春,2025,1,10,10.0,量子传感,量子传感,0
东北电力大学,高校,吉林,吉林,2021,1,3,3.0,量子传感,量子传感,0
中国科学院国家天文台长春人造卫星观测站,科研院所,吉林,长春,2023,1,3,3.0,量子传感,量子传感,0
中国科学院长春光学精密机械与物理研究所,科研院所,吉林,长春,2025,1,10,10.0,量子通信与安全,量子通信与安全,0
中国第一汽车股份有限公司,企业,吉林,长春,2025,1,10,10.0,量子通信与安全,量子通信与安全,0
吉林大学,高校,吉林,长春,2021,3,14,4.666666666666667,量子通信与安全；量子传感；量子基础概念,量子通信与安全,0
吉林大学,高校,吉林,长春,2022,2,10,5.0,量子传感,量子传感,0
吉林大学,高校,吉林,长春,2023,1,5,5.0,量子计算硬件,量子计算硬件,0
吉林大学,高校,吉林,长春,2024,5,41,8.2,量子计算；量子传感；量子基础概念,量子计算,0
吉林大学,高校,吉林,长春,2025,5,25,5.0,量子传感；量子基础概念；量子计算；量子通信与安全；量子计算硬件,量子传感,0
吉林工程技术师范学院,高校,吉林,长春,2021,1,10,10.0,量子通信与安全,量子通信与安全,0
吉林工程技术师范学院,高校,吉林,长春,2022,1,5,5.0,量子通信与安全,量子通信与安全,0
吉林工程技术师范学院,高校,吉林,长春,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
吉林工程技术师范学院,高校,吉林,长春,2025,1,4,4.0,量子基础概念,量子基础概念,0
吉林省意昂农业集团有限公司,企业,吉林,长春,2023,1,5,5.0,量子传感,量子传感,0
吉林省朗讯电子信息有限公司,企业,吉林,长春,2025,1,13,13.0,量子传感,量子传感,0
国网吉林省电力有限公司通化供电公司,企业,吉林,通化,2024,1,4,4.0,量子基础概念,量子基础概念,0
长春光华学院,高校,吉林,长春,2024,1,4,4.0,量子基础概念,量子基础概念,0
长春吉大正元信息技术股份有限公司,企业,吉林,长春,2023,2,10,5.0,量子计算,量子计算,0
长春吉大正元信息技术股份有限公司,企业,吉林,长春,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
长春大学,高校,吉林,长春,2021,3,20,6.666666666666667,量子通信与安全,量子通信与安全,0
长春大学,高校,吉林,长春,2022,3,26,8.666666666666666,量子通信与安全,量子通信与安全,0
长春大学,高校,吉林,长春,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
长春大学,高校,吉林,长春,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
长春汽车工业高等专科学校,高校,吉林,长春,2024,1,19,19.0,量子传感,量子传感,0
长春海关技术中心,科研院所,吉林,长春,2025,1,3,3.0,量子传感,量子传感,0
长春理工大学,高校,吉林,长春,2021,2,28,14.0,量子传感,量子传感,0
长春理工大学,高校,吉林,长春,2022,3,18,6.0,量子通信与安全,量子通信与安全,0
长春理工大学,高校,吉林,长春,2023,7,54,7.714285714285714,量子计算；量子通信与安全；量子基础概念,量子通信与安全,0
长春理工大学,高校,吉林,长春,2025,2,29,14.5,量子通信与安全,量子通信与安全,0
长春金阳高科技有限责任公司,企业,吉林,长春,2025,1,5,5.0,量子计算,量子计算,0
长春黄金设计院有限公司,企业,吉林,长春,2025,1,4,4.0,量子基础概念,量子基础概念,0
三峡金沙江川云水电开发有限公司,企业,四川,成都,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
中创为(成都)量子通信技术有限公司,企业,四川,成都,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
中国人民解放军63791部队,机关团体,四川,凉山,2025,1,5,5.0,量子传感,量子传感,0
中国工程物理研究院电子工程研究所,科研院所,四川,绵阳,2023,3,22,7.333333333333333,量子通信与安全；量子传感,量子传感,0
中国测试技术研究院电子研究所,科研院所,四川,成都,2023,1,3,3.0,量子传感,量子传感,0
中国电力工程顾问集团西南电力设计院有限公司,企业,四川,成都,2025,1,4,4.0,量子基础概念,量子基础概念,0
中国电子科技集团公司第三十研究所,科研院所,四川,成都,2021,9,54,6.0,量子计算；量子通信与安全；量子基础概念,量子通信与安全,0
中国电子科技集团公司第三十研究所,科研院所,四川,成都,2022,13,66,5.076923076923077,量子通信与安全；量子计算,量子通信与安全,0
中国电子科技集团公司第三十研究所,科研院所,四川,成都,2023,5,25,5.0,量子通信与安全,量子通信与安全,0
中国电子科技集团公司第三十研究所,科研院所,四川,成都,2024,9,57,6.333333333333333,量子通信与安全,量子通信与安全,0
中国电子科技集团公司第三十研究所,科研院所,四川,成都,2025,3,15,5.0,量子通信与安全；量子计算,量子通信与安全,0
中国电子科技集团公司第二十九研究所,科研院所,四川,成都,2023,1,3,3.0,量子传感,量子传感,0
中国电子科技集团公司第二十九研究所,科研院所,四川,成都,2025,2,12,6.0,量子传感,量子传感,0
中国电子科技集团公司第十研究所,科研院所,四川,成都,2025,2,8,4.0,量子基础概念,量子基础概念,0
中国科学院光电技术研究所,科研院所,四川,成都,2021,1,5,5.0,量子通信与安全,量子通信与安全,0
中国科学院成都文献情报中心,科研院所,四川,成都,2024,2,10,5.0,量子传感,量子传感,0
中国空气动力研究与发展中心低速空气动力研究所,科研院所,四川,绵阳,2023,1,5,5.0,量子传感,量子传感,0
中国空气动力研究与发展中心超高速空气动力研究所,科研院所,四川,绵阳,2023,1,4,4.0,量子基础概念,量子基础概念,0
中油奥博(成都)科技有限公司,企业,四川,成都,2024,1,3,3.0,量子传感,量子传感,0
中电科网络安全科技股份有限公司,企业,四川,成都,2025,2,15,7.5,量子通信与安全,量子通信与安全,0
中移(成都)信息通信科技有限公司,企业,四川,成都,2023,1,5,5.0,量子计算,量子计算,0
北森云计算有限公司,企业,四川,成都,2025,1,4,4.0,量子基础概念,量子基础概念,0
四川九洲电器集团有限责任公司,企业,四川,绵阳,2024,1,14,14.0,量子计算,量子计算,0
四川元匠科技有限公司,企业,四川,成都,2023,2,8,4.0,量子计算,量子计算,0
四川元匠科技有限公司,企业,四川,成都,2024,1,10,10.0,量子计算,量子计算,0
四川元匠科技有限公司,企业,四川,成都,2025,1,9,9.0,量子计算,量子计算,0
四川凉山水洛河电力开发有限公司,企业,四川,凉山,2025,1,5,5.0,量子传感,量子传感,0
四川大学,高校,四川,成都,2021,3,14,4.666666666666667,量子基础概念；量子计算,量子计算,0
四川大学,高校,四川,成都,2022,3,21,7.0,量子计算；量子传感,量子计算,0
四川大学,高校,四川,成都,2023,7,31,4.428571428571429,量子传感；量子计算；量子通信与安全；量子基础概念,量子传感,0
四川大学,高校,四川,成都,2024,4,51,12.75,量子传感；量子计算；量子通信与安全,量子计算,0
四川大学,高校,四川,成都,2025,2,12,6.0,量子通信与安全；量子传感,量子通信与安全,0
四川大学华西医院,高校,四川,成都,2022,1,5,5.0,量子计算硬件,量子计算硬件,0
四川川西数据产业有限公司,企业,四川,雅安,2024,1,15,15.0,量子计算,量子计算,0
四川师范大学,高校,四川,成都,2021,1,4,4.0,量子基础概念,量子基础概念,0
四川师范大学,高校,四川,成都,2024,1,15,15.0,量子传感,量子传感,0
四川师范大学,高校,四川,成都,2025,1,14,14.0,量子计算,量子计算,0
四川极速动力科技有限公司,企业,四川,成都,2025,1,14,14.0,量子通信与安全,量子通信与安全,0
四川泰富地面北斗科技股份有限公司,企业,四川,成都,2021,1,3,3.0,量子传感,量子传感,0
四川泰富地面北斗科技股份有限公司,企业,四川,成都,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
四川灵通电讯有限公司,企业,四川,绵阳,2023,1,10,10.0,量子通信与安全,量子通信与安全,0
四川省合纵连横信息技术有限公司,企业,四川,成都,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
四川航天系统工程研究所,科研院所,四川,成都,2021,1,8,8.0,量子通信与安全,量子通信与安全,0
四川航天系统工程研究所,科研院所,四川,成都,2022,1,8,8.0,量子通信与安全,量子通信与安全,0
四川虹微技术有限公司,企业,四川,成都,2025,1,5,5.0,量子传感,量子传感,0
四川质谱生物科技有限公司,企业,四川,成都,2023,1,5,5.0,量子计算硬件,量子计算硬件,0
四川轻化工大学,高校,四川,自贡,2022,1,10,10.0,量子通信与安全,量子通信与安全,0
四川长虹电器股份有限公司,企业,四川,绵阳,2021,1,5,5.0,量子计算,量子计算,0
四川阳光墨新科技有限公司,企业,四川,成都,2025,1,5,5.0,量子传感,量子传感,0
四川阿秒科技有限公司,企业,四川,成都,2024,2,6,3.0,量子传感,量子传感,0
四川高速公路建设开发集团有限公司,企业,四川,成都,2022,1,5,5.0,量子计算,量子计算,0
国网四川岷江供电有限责任公司,企业,四川,阿坝,2025,1,5,5.0,量子计算,量子计算,0
国网四川省电力公司经济技术研究院,科研院所,四川,成都,2024,1,3,3.0,量子传感,量子传感,0
天府兴隆湖实验室,科研院所,四川,成都,2023,1,10,10.0,量子计算,量子计算,0
天维讯达(四川)科技有限公司,企业,四川,成都,2025,1,4,4.0,量子基础概念,量子基础概念,0
成都专知利乎数字科技有限公司,企业,四川,成都,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
成都中微达信科技有限公司,企业,四川,成都,2025,1,5,5.0,量子计算,量子计算,0
成都佳华物链云科技有限公司,企业,四川,成都,2023,1,5,5.0,量子计算,量子计算,0
成都信息工程大学,高校,四川,成都,2021,9,81,9.0,量子通信与安全；量子传感；量子计算,量子通信与安全,0
成都信息工程大学,高校,四川,成都,2022,2,15,7.5,量子通信与安全,量子通信与安全,0
成都信息工程大学,高校,四川,成都,2023,1,14,14.0,量子通信与安全,量子通信与安全,0
成都信息工程大学,高校,四川,成都,2024,4,43,10.75,量子计算；量子基础概念；量子通信与安全,量子计算,0
成都信息工程大学,高校,四川,成都,2025,7,64,9.142857142857142,量子计算；量子基础概念,量子计算,0
成都同相科技有限公司,企业,四川,成都,2025,1,3,3.0,量子传感,量子传感,0
成都墨甲信息科技有限公司,企业,四川,成都,2025,1,10,10.0,量子通信与安全,量子通信与安全,0
成都大公博创信息技术有限公司,企业,四川,成都,2025,1,7,7.0,量子传感,量子传感,0
成都天奥信息科技有限公司,企业,四川,成都,2022,1,3,3.0,量子传感,量子传感,0
成都天奥电子股份有限公司,企业,四川,成都,2021,1,3,3.0,量子传感,量子传感,0
成都天奥电子股份有限公司,企业,四川,成都,2022,3,9,3.0,量子传感,量子传感,0
成都天奥电子股份有限公司,企业,四川,成都,2023,2,6,3.0,量子传感,量子传感,0
成都天奥电子股份有限公司,企业,四川,成都,2025,2,6,3.0,量子传感,量子传感,0
成都安准网络安全技术有限公司,企业,四川,成都,2025,1,4,4.0,量子基础概念,量子基础概念,0
成都愿景仿视科技有限公司,企业,四川,成都,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
成都数碳科技有限公司,企业,四川,成都,2025,1,15,15.0,量子计算,量子计算,0
成都洋湃科技有限公司,企业,四川,成都,2024,3,15,5.0,量子传感,量子传感,0
成都洋湃科技有限公司,企业,四川,成都,2025,2,10,5.0,量子传感,量子传感,0
成都理工大学,高校,四川,成都,2023,1,4,4.0,量子基础概念,量子基础概念,0
成都理工大学,高校,四川,成都,2024,2,14,7.0,量子传感；量子通信与安全,量子传感,0
成都理工大学,高校,四川,成都,2025,3,40,13.333333333333334,量子通信与安全；量子计算,量子通信与安全,0
成都电科蓉芯科技有限公司,企业,四川,成都,2025,1,9,9.0,量子传感,量子传感,0
成都第三象限未来科技有限公司,企业,四川,成都,2022,1,4,4.0,量子基础概念,量子基础概念,0
成都芯辰新能源科技有限公司,企业,四川,成都,2025,1,4,4.0,量子基础概念,量子基础概念,0
成都西科微波通讯有限公司,企业,四川,成都,2023,1,3,3.0,量子传感,量子传感,0
成都量子时频科技有限公司,企业,四川,成都,2023,2,6,3.0,量子传感,量子传感,0
成都量子时频科技有限公司,企业,四川,成都,2024,1,3,3.0,量子传感,量子传感,0
成都量安区块链科技有限公司,企业,四川,成都,2022,6,55,9.166666666666666,量子通信与安全,量子通信与安全,0
成都量安区块链科技有限公司,企业,四川,成都,2023,6,80,13.333333333333334,量子通信与安全,量子通信与安全,0
成都金诺信高科技有限公司,企业,四川,成都,2023,1,3,3.0,量子传感,量子传感,0
成都金诺信高科技有限公司,企业,四川,成都,2024,1,3,3.0,量子传感,量子传感,0
成都铁路通信设备有限责任公司,企业,四川,成都,2025,1,3,3.0,量子传感,量子传感,0
成都链安科技有限公司,企业,四川,成都,2023,1,3,3.0,量子传感,量子传感,0
成都零光量子科技有限公司,企业,四川,成都,2021,1,10,10.0,量子通信与安全,量子通信与安全,0
成都零光量子科技有限公司,企业,四川,成都,2022,2,25,12.5,量子通信与安全,量子通信与安全,0
成都零光量子科技有限公司,企业,四川,成都,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
攀枝花学院,高校,四川,攀枝花,2025,1,19,19.0,量子通信与安全,量子通信与安全,0
晨越建设项目管理集团股份有限公司,企业,四川,成都,2022,1,5,5.0,量子计算,量子计算,0
晨越建设项目管理集团股份有限公司,企业,四川,成都,2023,1,5,5.0,量子计算,量子计算,0
本源科仪(成都)科技有限公司,企业,四川,成都,2024,5,25,5.0,量子计算,量子计算,0
本源科仪(成都)科技有限公司,企业,四川,成都,2025,2,10,5.0,量子计算,量子计算,0
清华四川能源互联网研究院,科研院所,四川,成都,2022,1,4,4.0,量子基础概念,量子基础概念,0
电信科学技术第五研究所有限公司,企业,四川,成都,2023,1,3,3.0,量子传感,量子传感,0
电信科学技术第五研究所有限公司,企业,四川,成都,2025,2,6,3.0,量子传感,量子传感,0
电子科技大学,高校,四川,成都,2021,6,52,8.666666666666666,量子计算；量子传感,量子计算,0
电子科技大学,高校,四川,成都,2022,6,30,5.0,量子传感；量子基础概念；量子计算,量子传感,0
电子科技大学,高校,四川,成都,2023,14,102,7.285714285714286,量子计算；量子传感；量子计算硬件；量子基础概念；量子通信与安全,量子计算,0
电子科技大学,高校,四川,成都,2024,5,42,8.4,量子传感；量子计算,量子计算,0
电子科技大学,高校,四川,成都,2025,11,109,9.909090909090908,量子传感；量子计算；量子通信与安全；量子基础概念,量子传感,0
电子科技大学天府协同创新中心,科研院所,四川,成都,2025,1,4,4.0,量子基础概念,量子基础概念,0
西南交通大学,高校,四川,成都,2021,1,3,3.0,量子传感,量子传感,0
西南交通大学,高校,四川,成都,2022,1,5,5.0,量子传感,量子传感,0
西南交通大学,高校,四川,成都,2024,1,7,7.0,量子计算,量子计算,0
西南交通大学,高校,四川,成都,2025,3,24,8.0,量子传感；量子基础概念,量子传感,0
西南技术物理研究所,科研院所,四川,成都,2022,1,4,4.0,量子基础概念,量子基础概念,0
西南石油大学,高校,四川,成都,2023,1,5,5.0,量子计算,量子计算,0
西南石油大学,高校,四川,成都,2024,1,5,5.0,量子传感,量子传感,0
西南石油大学,高校,四川,成都,2025,1,4,4.0,量子基础概念,量子基础概念,0
西南科技大学,高校,四川,绵阳,2024,2,10,5.0,量子通信与安全；量子传感,量子通信与安全,0
豪符密码检测技术(成都)有限责任公司,企业,四川,成都,2023,1,5,5.0,量子计算,量子计算,0
中国船舶重工集团公司第七0七研究所,科研院所,天津,天津,2021,1,5,5.0,量子传感,量子传感,0
中国船舶重工集团公司第七0七研究所,科研院所,天津,天津,2022,15,71,4.733333333333333,量子传感,量子传感,0
中国船舶重工集团公司第七0七研究所,科研院所,天津,天津,2023,1,5,5.0,量子传感,量子传感,0
中国船舶重工集团公司第七0七研究所,科研院所,天津,天津,2024,1,6,6.0,量子传感,量子传感,0
中国船舶集团有限公司第七〇七研究所,企业,天津,天津,2023,2,7,3.5,量子传感；量子基础概念,量子传感,0
中国船舶集团有限公司第七〇七研究所,企业,天津,天津,2025,1,5,5.0,量子传感,量子传感,0
中水北方勘测设计研究有限责任公司,企业,天津,天津,2025,1,3,3.0,量子传感,量子传感,0
中科问天量子科技(天津)有限公司,企业,天津,天津,2021,1,5,5.0,量子通信与安全,量子通信与安全,0
中科问天量子科技(天津)有限公司,企业,天津,天津,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
中科问天量子科技(天津)有限公司,企业,天津,天津,2024,1,10,10.0,量子通信与安全,量子通信与安全,0
南开大学,高校,天津,天津,2025,2,10,5.0,量子传感,量子传感,0
国网天津市电力公司电力科学研究院,科研院所,天津,天津,2023,2,10,5.0,量子通信与安全,量子通信与安全,0
国网天津市电力公司电力科学研究院,科研院所,天津,天津,2024,1,10,10.0,量子通信与安全,量子通信与安全,0
天津中医药大学,高校,天津,天津,2023,2,10,5.0,量子计算硬件,量子计算硬件,0
天津中新药业集团股份有限公司达仁堂制药厂,企业,天津,天津,2021,1,5,5.0,量子计算硬件,量子计算硬件,0
天津华慧芯科技集团有限公司,企业,天津,天津,2021,1,5,5.0,量子通信与安全,量子通信与安全,0
天津国投津能发电有限公司,企业,天津,天津,2025,1,5,5.0,量子计算硬件,量子计算硬件,0
天津大学,高校,天津,天津,2021,2,8,4.0,量子基础概念,量子基础概念,0
天津大学,高校,天津,天津,2022,2,9,4.5,量子基础概念；量子传感,量子基础概念,0
天津大学,高校,天津,天津,2024,3,29,9.666666666666666,量子计算硬件,量子计算硬件,0
天津大学,高校,天津,天津,2025,2,20,10.0,量子传感,量子传感,0
天津市城市规划设计研究总院有限公司,企业,天津,天津,2022,1,10,10.0,量子通信与安全,量子通信与安全,0
天津市城市规划设计研究总院有限公司,企业,天津,天津,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
天津市鹰泰利安康医疗科技有限责任公司,企业,天津,天津,2025,1,4,4.0,量子基础概念,量子基础概念,0
天津师范大学,高校,天津,天津,2022,1,7,7.0,量子通信与安全,量子通信与安全,0
天津师范大学,高校,天津,天津,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
天津归一科技有限公司,企业,天津,天津,2025,1,4,4.0,量子基础概念,量子基础概念,0
天津提尔科技有限公司,企业,天津,天津,2025,1,4,4.0,量子基础概念,量子基础概念,0
天津格兰特利海洋工程装备有限公司,企业,天津,天津,2025,1,3,3.0,量子传感,量子传感,0
天津领芯科技发展有限公司,企业,天津,天津,2024,2,20,10.0,量子通信与安全,量子通信与安全,0
康士伯油气技术(天津)有限公司,企业,天津,天津,2024,1,4,4.0,量子基础概念,量子基础概念,0
联合泰泽环境科技发展有限公司,企业,天津,天津,2024,1,3,3.0,量子传感,量子传感,0
银川产业技术研究院,科研院所,宁夏,银川,2024,2,10,5.0,量子通信与安全,量子通信与安全,0
中国人民解放军国防科技大学,高校,安徽,合肥,2024,1,3,3.0,量子传感,量子传感,0
中国十七冶集团有限公司,企业,安徽,马鞍山,2023,1,3,3.0,量子传感,量子传感,0
中国科学技术大学,高校,安徽,合肥,2021,16,118,7.375,量子通信与安全；量子基础概念；量子计算硬件；量子计算；量子传感,量子通信与安全,0
中国科学技术大学,高校,安徽,合肥,2022,21,157,7.476190476190476,量子计算；量子通信与安全；量子基础概念；量子计算硬件；量子传感,量子通信与安全,0
中国科学技术大学,高校,安徽,合肥,2023,25,189,7.56,量子计算；量子传感；量子通信与安全；量子基础概念；量子计算硬件,量子通信与安全,0
中国科学技术大学,高校,安徽,合肥,2024,61,434,7.114754098360656,量子传感；量子计算硬件；量子通信与安全；量子计算；量子基础概念,量子计算,0
中国科学技术大学,高校,安徽,合肥,2025,51,466,9.137254901960784,量子通信与安全；量子计算硬件；量子传感；量子计算,量子通信与安全,0
中国科学技术大学先进技术研究院,科研院所,安徽,合肥,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
中国科学院合肥物质科学研究院,科研院所,安徽,合肥,2023,1,5,5.0,量子计算硬件,量子计算硬件,0
中国科学院合肥物质科学研究院,科研院所,安徽,合肥,2024,1,5,5.0,量子计算硬件,量子计算硬件,0
中国科学院合肥物质科学研究院,科研院所,安徽,合肥,2025,1,5,5.0,量子计算,量子计算,0
中电信量子信息科技集团有限公司,企业,安徽,合肥,2024,10,140,14.0,量子通信与安全,量子通信与安全,0
中电信量子信息科技集团有限公司,企业,安徽,合肥,2025,35,321,9.17142857142857,量子通信与安全；量子计算；量子基础概念；量子计算硬件,量子通信与安全,0
中电信量子科技有限公司,企业,安徽,合肥,2022,7,62,8.857142857142858,量子通信与安全；量子计算,量子通信与安全,0
中电信量子科技有限公司,企业,安徽,合肥,2023,6,30,5.0,量子通信与安全,量子通信与安全,0
中电信量子科技有限公司,企业,安徽,合肥,2024,10,50,5.0,量子通信与安全,量子通信与安全,0
中电信量子科技有限公司,企业,安徽,合肥,2025,28,190,6.785714285714286,量子通信与安全；量子计算,量子通信与安全,0
中电科思仪科技(安徽)有限公司,企业,安徽,蚌埠,2024,1,3,3.0,量子传感,量子传感,0
中铁四局集团有限公司,企业,安徽,合肥,2024,1,3,3.0,量子传感,量子传感,0
北斗伏羲信息技术有限公司,企业,安徽,合肥,2025,1,9,9.0,量子计算,量子计算,0
叶志刚,个人,安徽,宿州,2021,1,3,3.0,量子传感,量子传感,0
合肥先端晶体科技有限责任公司,企业,安徽,合肥,2023,1,6,6.0,量子传感,量子传感,0
合肥合燃华润燃气有限公司,企业,安徽,合肥,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
合肥国家实验室,科研院所,安徽,合肥,2024,5,57,11.4,量子计算；量子计算硬件；量子传感,量子计算,0
合肥国家实验室,科研院所,安徽,合肥,2025,20,166,8.3,量子基础概念；量子通信与安全；量子计算硬件；量子计算；量子传感,量子计算,0
合肥圣达电子科技实业有限公司,企业,安徽,合肥,2024,1,5,5.0,量子计算,量子计算,0
合肥安永信息科技有限公司,企业,安徽,合肥,2024,1,8,8.0,量子通信与安全,量子通信与安全,0
合肥宽特姆量子科技有限公司,企业,安徽,合肥,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
合肥工业大学,高校,安徽,合肥,2022,4,20,5.0,量子计算；量子通信与安全,量子通信与安全,0
合肥工业大学,高校,安徽,合肥,2023,7,40,5.714285714285714,量子通信与安全；量子计算,量子通信与安全,0
合肥工业大学,高校,安徽,合肥,2024,13,87,6.6923076923076925,量子通信与安全；量子计算；量子传感,量子通信与安全,0
合肥工业大学,高校,安徽,合肥,2025,11,84,7.636363636363637,量子通信与安全；量子传感；量子计算；量子计算硬件,量子通信与安全,0
合肥师范学院,高校,安徽,合肥,2023,1,6,6.0,量子传感,量子传感,0
合肥幺正量子科技有限公司,企业,安徽,合肥,2023,1,11,11.0,量子传感,量子传感,0
合肥幺正量子科技有限公司,企业,安徽,合肥,2024,1,5,5.0,量子计算硬件,量子计算硬件,0
合肥幺正量子科技有限公司,企业,安徽,合肥,2025,7,52,7.428571428571429,量子计算；量子计算硬件,量子计算硬件,0
合肥弈维量子科技有限公司,企业,安徽,合肥,2024,3,31,10.333333333333334,量子计算；量子传感,量子计算,0
合肥微观纪元数字科技有限公司,企业,安徽,合肥,2024,9,84,9.333333333333334,量子计算；量子传感,量子计算,0
合肥微观纪元数字科技有限公司,企业,安徽,合肥,2025,1,14,14.0,量子计算,量子计算,0
合肥智辉空间科技有限责任公司,企业,安徽,合肥,2025,1,5,5.0,量子计算,量子计算,0
合肥本源量子计算科技有限责任公司,企业,安徽,合肥,2021,23,248,10.782608695652174,量子计算；量子计算硬件；量子传感,量子计算,0
合肥本源量子计算科技有限责任公司,企业,安徽,合肥,2022,18,192,10.666666666666666,量子计算；量子计算硬件,量子计算,0
合肥本源量子计算科技有限责任公司,企业,安徽,合肥,2023,32,348,10.875,量子计算；量子计算硬件；量子传感,量子计算,0
合肥本源量子计算科技有限责任公司,企业,安徽,合肥,2024,4,40,10.0,量子计算,量子计算,0
