第一申请人,主体类型,省级地区,第一申请人城市标准化,year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,main_quantum_category,type_review_count
广州永拓信息科技有限公司,企业,广东,广州,2025,1,5,5.0,量子计算,量子计算,0
广州燃石医学检验所有限公司,企业,广东,广州,2022,1,5,5.0,量子计算,量子计算,0
广州爱浦路网络技术有限公司,企业,广东,广州,2022,1,9,9.0,量子计算,量子计算,0
广州狸园科技有限公司,企业,广东,广州,2021,1,3,3.0,量子传感,量子传感,0
广州白云山明兴制药有限公司,企业,广东,广州,2025,1,3,3.0,量子传感,量子传感,0
广州禾信仪器股份有限公司,企业,广东,广州,2021,1,5,5.0,量子计算硬件,量子计算硬件,0
广州禾信仪器股份有限公司,企业,广东,广州,2025,1,5,5.0,量子计算硬件,量子计算硬件,0
广州菲利斯太阳能科技有限公司,企业,广东,广州,2024,1,4,4.0,量子计算,量子计算,0
广州集泰化工股份有限公司,企业,广东,广州,2021,1,5,5.0,量子传感,量子传感,0
广州鼓润医疗科技有限公司,企业,广东,广州,2022,1,5,5.0,量子计算,量子计算,0
恩平市奥科电子科技有限公司,企业,广东,江门,2023,1,3,3.0,量子传感,量子传感,0
探索数据科技(深圳)有限公司,企业,广东,深圳,2024,1,3,3.0,量子传感,量子传感,0
数智魔力(深圳)云计算技术有限公司,企业,广东,深圳,2024,1,3,3.0,量子传感,量子传感,0
新励成教育科技有限公司,企业,广东,广州,2025,1,19,19.0,量子计算硬件,量子计算硬件,0
新讯通讯技术(深圳)有限公司,企业,广东,深圳,2025,1,14,14.0,量子通信与安全,量子通信与安全,0
暗链科技(深圳)有限公司,企业,广东,深圳,2023,1,4,4.0,量子计算,量子计算,0
暨南大学,高校,广东,广州,2021,3,22,7.333333333333333,量子基础概念；量子通信与安全,量子通信与安全,0
暨南大学,高校,广东,广州,2022,3,12,4.0,量子传感；量子计算,量子计算,0
暨南大学,高校,广东,广州,2023,2,12,6.0,量子计算,量子计算,0
暨南大学,高校,广东,广州,2024,1,5,5.0,量子传感,量子传感,0
暨南大学,高校,广东,广州,2025,3,16,5.333333333333333,量子传感；量子计算；量子通信与安全,量子传感,0
梁庆生,个人,广东,东莞,2025,1,9,9.0,量子计算,量子计算,0
横川机器人(深圳)有限公司,企业,广东,深圳,2025,1,4,4.0,量子基础概念,量子基础概念,0
正链科技(深圳)有限公司,企业,广东,深圳,2023,1,5,5.0,量子计算,量子计算,0
武汉大学深圳研究院,科研院所,广东,深圳,2021,2,15,7.5,量子传感,量子传感,0
民太安安全科技股份有限公司,企业,广东,深圳,2025,1,4,4.0,量子基础概念,量子基础概念,0
汕头大学,高校,广东,汕头,2025,1,17,17.0,量子计算,量子计算,0
海星科技(深圳)有限公司,企业,广东,深圳,2025,1,3,3.0,量子传感,量子传感,0
深信服科技股份有限公司,企业,广东,深圳,2022,1,5,5.0,量子通信与安全,量子通信与安全,0
深圳万知达科技有限公司,企业,广东,深圳,2023,1,17,17.0,量子传感,量子传感,0
深圳优仕康通信有限公司,企业,广东,深圳,2022,1,5,5.0,量子通信与安全,量子通信与安全,0
深圳优仕康通信有限公司,企业,广东,深圳,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
深圳供电局有限公司,企业,广东,深圳,2023,1,3,3.0,量子传感,量子传感,0
深圳倍易通科技有限公司,企业,广东,深圳,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
深圳先进技术研究院,科研院所,广东,深圳,2022,1,5,5.0,量子传感,量子传感,0
深圳前海微众银行股份有限公司,企业,广东,深圳,2024,1,14,14.0,量子通信与安全,量子通信与安全,0
深圳华中科技大学研究院,科研院所,广东,深圳,2022,1,13,13.0,量子计算,量子计算,0
深圳合纵富科技有限公司,企业,广东,深圳,2024,1,10,10.0,量子通信与安全,量子通信与安全,0
深圳国际量子研究院,科研院所,广东,深圳,2025,1,14,14.0,量子传感,量子传感,0
深圳大学,高校,广东,深圳,2021,4,29,7.25,量子传感；量子计算；量子通信与安全,量子计算,0
深圳大学,高校,广东,深圳,2022,1,5,5.0,量子计算,量子计算,0
深圳大学,高校,广东,深圳,2023,4,49,12.25,量子传感；量子计算,量子计算,0
深圳大学,高校,广东,深圳,2024,1,11,11.0,量子计算,量子计算,0
深圳大学,高校,广东,深圳,2025,1,10,10.0,量子传感,量子传感,0
深圳市三七智联科技有限公司,企业,广东,深圳,2025,1,10,10.0,量子通信与安全,量子通信与安全,0
深圳市三利达电器科技有限公司,企业,广东,深圳,2025,1,4,4.0,量子基础概念,量子基础概念,0
深圳市丕微科技企业有限公司,企业,广东,深圳,2025,1,10,10.0,量子通信与安全,量子通信与安全,0
深圳市乐唯科技开发有限公司,企业,广东,深圳,2024,1,4,4.0,量子基础概念,量子基础概念,0
深圳市亘讯量子信息技术有限公司,企业,广东,深圳,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
深圳市保创云科技有限公司,企业,广东,深圳,2025,1,5,5.0,量子计算,量子计算,0
深圳市儒科电子有限公司,企业,广东,深圳,2021,1,3,3.0,量子传感,量子传感,0
深圳市光为光通信科技有限公司,企业,广东,深圳,2023,2,8,4.0,量子基础概念,量子基础概念,0
深圳市农产品质量安全检验检测中心(深圳市动植物疫病预防控制中心),机关团体,广东,深圳,2024,1,5,5.0,量子计算硬件,量子计算硬件,0
深圳市凯普深通讯科技有限公司,企业,广东,深圳,2025,1,4,4.0,量子基础概念,量子基础概念,0
深圳市创互科技有限公司,企业,广东,深圳,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
深圳市利新联电子有限公司,企业,广东,深圳,2024,1,3,3.0,量子传感,量子传感,0
深圳市华盛源城市服务集团有限公司,企业,广东,深圳,2024,1,3,3.0,量子传感,量子传感,0
深圳市启明云端科技有限公司,企业,广东,深圳,2025,1,9,9.0,量子传感,量子传感,0
深圳市国信量子科技有限公司,企业,广东,深圳,2024,4,25,6.25,量子通信与安全,量子通信与安全,0
深圳市国信量子科技有限公司,企业,广东,深圳,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
深圳市天威讯无线技术有限公司,企业,广东,深圳,2025,1,3,3.0,量子传感,量子传感,0
深圳市安达信通讯设备有限公司,企业,广东,深圳,2024,1,14,14.0,量子计算,量子计算,0
深圳市尚科新能源有限公司,企业,广东,深圳,2025,1,3,3.0,量子传感,量子传感,0
深圳市微星物联科技有限公司,企业,广东,深圳,2025,2,36,18.0,量子基础概念；量子通信与安全,量子基础概念,0
深圳市德同兴电子股份有限公司,企业,广东,深圳,2025,1,9,9.0,量子计算,量子计算,0
深圳市思拓通信系统有限公司,企业,广东,深圳,2025,1,3,3.0,量子传感,量子传感,0
深圳市恒义建筑技术有限公司,企业,广东,深圳,2024,1,9,9.0,量子计算,量子计算,0
深圳市意创兴业科技有限公司,企业,广东,深圳,2025,1,19,19.0,量子通信与安全,量子通信与安全,0
深圳市新天泽消防工程有限公司,企业,广东,深圳,2022,1,5,5.0,量子计算,量子计算,0
深圳市旭子科技有限公司,企业,广东,深圳,2024,1,9,9.0,量子通信与安全,量子通信与安全,0
深圳市旭子科技有限公司,企业,广东,深圳,2025,2,19,9.5,量子通信与安全,量子通信与安全,0
深圳市明心数智科技有限公司,企业,广东,深圳,2025,1,9,9.0,量子计算,量子计算,0
深圳市晶凯电子技术有限公司,企业,广东,深圳,2024,1,4,4.0,量子基础概念,量子基础概念,0
深圳市永达电子信息股份有限公司,企业,广东,深圳,2021,3,32,10.666666666666666,量子计算；量子计算硬件,量子计算,0
深圳市永达电子信息股份有限公司,企业,广东,深圳,2022,1,14,14.0,量子计算,量子计算,0
深圳市永达电子信息股份有限公司,企业,广东,深圳,2024,3,29,9.666666666666666,量子计算；量子传感,量子计算,0
深圳市沃达孚科技有限公司,企业,广东,深圳,2023,1,3,3.0,量子传感,量子传感,0
深圳市泰久信息系统股份有限公司,企业,广东,深圳,2025,1,3,3.0,量子传感,量子传感,0
深圳市浩博特电子有限公司,企业,广东,深圳,2024,1,4,4.0,量子基础概念,量子基础概念,0
深圳市海格森科技有限公司,企业,广东,深圳,2025,1,10,10.0,量子通信与安全,量子通信与安全,0
深圳市海浦蒙特科技有限公司,企业,广东,深圳,2022,1,5,5.0,量子传感,量子传感,0
深圳市澳托士液压机械有限公司,企业,广东,深圳,2024,1,3,3.0,量子传感,量子传感,0
深圳市爱云信息科技有限公司,企业,广东,深圳,2023,1,15,15.0,量子通信与安全,量子通信与安全,0
深圳市皇驰科技有限公司,企业,广东,深圳,2025,1,4,4.0,量子基础概念,量子基础概念,0
深圳市盈德精密制造有限公司,企业,广东,深圳,2025,1,5,5.0,量子传感,量子传感,0
深圳市福田区南科大量子技术与工程研究院,科研院所,广东,深圳,2023,1,17,17.0,量子计算硬件,量子计算硬件,0
深圳市福田区南科大量子技术与工程研究院,科研院所,广东,深圳,2024,1,14,14.0,量子计算,量子计算,0
深圳市腾讯计算机系统有限公司,企业,广东,深圳,2023,2,29,14.5,量子传感,量子传感,0
深圳市腾讯计算机系统有限公司,企业,广东,深圳,2024,2,10,5.0,量子计算；量子传感,量子计算,0
深圳市航科量子科技有限公司,企业,广东,深圳,2023,1,5,5.0,量子传感,量子传感,0
深圳市芯鹏智能信息有限公司,企业,广东,深圳,2025,1,4,4.0,量子基础概念,量子基础概念,0
深圳市融企动线数字科技有限公司,企业,广东,深圳,2025,1,5,5.0,量子计算,量子计算,0
深圳市行自迩科技有限公司,企业,广东,深圳,2024,1,5,5.0,量子计算,量子计算,0
深圳市雄帝科技股份有限公司,企业,广东,深圳,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
深圳市震有智联科技有限公司,企业,广东,深圳,2024,1,4,4.0,量子基础概念,量子基础概念,0
深圳市高斯通通信股份有限公司,企业,广东,深圳,2025,1,10,10.0,量子通信与安全,量子通信与安全,0
深圳库博能源股份有限公司,企业,广东,深圳,2025,1,3,3.0,量子传感,量子传感,0
深圳微伴医学检验实验室,科研院所,广东,深圳,2024,1,5,5.0,量子计算,量子计算,0
深圳技术大学,高校,广东,深圳,2023,1,4,4.0,量子基础概念,量子基础概念,0
深圳技术大学,高校,广东,深圳,2024,2,10,5.0,量子通信与安全,量子通信与安全,0
深圳新奥能源科技有限公司,企业,广东,深圳,2025,1,18,18.0,量子计算,量子计算,0
深圳智微电子科技股份有限公司,企业,广东,深圳,2025,1,3,3.0,量子传感,量子传感,0
深圳瀚光科技有限公司,企业,广东,深圳,2021,1,9,9.0,量子计算硬件,量子计算硬件,0
深圳科盾量子信息科技有限公司,企业,广东,深圳,2021,1,5,5.0,量子通信与安全,量子通信与安全,0
深圳科盾量子信息科技有限公司,企业,广东,深圳,2022,1,5,5.0,量子通信与安全,量子通信与安全,0
深圳科盾量子信息科技有限公司,企业,广东,深圳,2023,2,15,7.5,量子通信与安全,量子通信与安全,0
深圳科盾量子信息科技有限公司,企业,广东,深圳,2024,2,15,7.5,量子通信与安全,量子通信与安全,0
深圳科盾量子信息科技有限公司,企业,广东,深圳,2025,1,15,15.0,量子通信与安全,量子通信与安全,0
深圳职业技术学院,高校,广东,深圳,2021,3,18,6.0,量子基础概念；量子传感,量子传感,0
深圳职业技术学院,高校,广东,深圳,2022,4,29,7.25,量子通信与安全；量子计算,量子通信与安全,0
深圳职业技术学院,高校,广东,深圳,2023,1,10,10.0,量子通信与安全,量子通信与安全,0
深圳职业技术学院,高校,广东,深圳,2024,1,5,5.0,量子计算,量子计算,0
深圳聚创致远科技有限公司,企业,广东,深圳,2023,1,5,5.0,量子计算,量子计算,0
深圳至秦仪器有限公司,企业,广东,深圳,2025,1,5,5.0,量子计算硬件,量子计算硬件,0
深圳超盈智能科技有限公司,企业,广东,深圳,2024,1,4,4.0,量子基础概念,量子基础概念,0
深圳软银思创科技有限公司,企业,广东,深圳,2025,1,5,5.0,量子计算,量子计算,0
深圳量旋科技有限公司,企业,广东,深圳,2021,2,9,4.5,量子基础概念；量子计算,量子基础概念,0
深圳量旋科技有限公司,企业,广东,深圳,2022,1,5,5.0,量子计算,量子计算,0
深圳量旋科技有限公司,企业,广东,深圳,2023,4,34,8.5,量子计算硬件；量子计算,量子计算,0
深圳量旋科技有限公司,企业,广东,深圳,2024,8,75,9.375,量子计算硬件；量子计算；量子传感,量子计算,0
深圳量旋科技有限公司,企业,广东,深圳,2025,13,116,8.923076923076923,量子计算；量子计算硬件,量子计算,0
深港产学研基地(北京大学香港科技大学深圳研修院),高校,广东,深圳,2021,1,3,3.0,量子传感,量子传感,0
深港产学研基地(北京大学香港科技大学深圳研修院),高校,广东,深圳,2022,2,6,3.0,量子传感,量子传感,0
清华大学深圳国际研究生院,高校,广东,深圳,2023,2,10,5.0,量子计算硬件,量子计算硬件,0
清华大学深圳国际研究生院,高校,广东,深圳,2024,1,3,3.0,量子传感,量子传感,0
清华大学深圳国际研究生院,高校,广东,深圳,2025,1,5,5.0,量子计算硬件,量子计算硬件,0
清华大学深圳研究生院,高校,广东,深圳,2021,2,10,5.0,量子计算硬件,量子计算硬件,0
清远市天之衡量子科技有限公司,企业,广东,清远,2023,1,5,5.0,量子传感,量子传感,0
港湾之星健康生物(深圳)有限公司,企业,广东,深圳,2023,1,4,4.0,量子基础概念,量子基础概念,0
珠海名家色彩创意设计有限公司,企业,广东,珠海,2025,1,5,5.0,量子传感,量子传感,0
珠海市人民医院,机关团体,广东,珠海,2024,1,5,5.0,量子计算,量子计算,0
珠海市人民医院,机关团体,广东,珠海,2025,1,4,4.0,量子基础概念,量子基础概念,0
珠海澳大科技研究院,科研院所,广东,珠海,2023,1,3,3.0,量子传感,量子传感,0
瑞诺技术(深圳)有限公司,企业,广东,深圳,2024,1,3,3.0,量子传感,量子传感,0
绿生生电子科技(广州)有限公司,企业,广东,广州,2023,1,9,9.0,量子计算,量子计算,0
肇庆高峰机械科技有限公司,企业,广东,肇庆,2023,1,3,3.0,量子传感,量子传感,0
腾讯科技(深圳)有限公司,企业,广东,深圳,2021,1,20,20.0,量子传感,量子传感,0
腾讯科技(深圳)有限公司,企业,广东,深圳,2022,19,296,15.578947368421053,量子传感；量子计算；量子计算硬件,量子传感,0
腾讯科技(深圳)有限公司,企业,广东,深圳,2023,1,10,10.0,量子计算硬件,量子计算硬件,0
腾讯科技(深圳)有限公司,企业,广东,深圳,2024,8,99,12.375,量子传感；量子计算；量子计算硬件,量子传感,0
腾讯科技(深圳)有限公司,企业,广东,深圳,2025,7,94,13.428571428571429,量子计算；量子传感；量子计算硬件,量子计算,0
赵仕嘉,个人,广东,广州,2021,1,10,10.0,量子通信与安全,量子通信与安全,0
远光软件股份有限公司,企业,广东,珠海,2021,1,3,3.0,量子传感,量子传感,0
那一麟,个人,广东,广州,2024,1,10,10.0,量子计算硬件,量子计算硬件,0
零极数字技术有限公司,企业,广东,深圳,2024,1,5,5.0,量子计算,量子计算,0
香港中文大学(深圳),高校,广东,深圳,2022,1,14,14.0,量子计算,量子计算,0
香港中文大学(深圳),高校,广东,深圳,2025,1,10,10.0,量子通信与安全,量子通信与安全,0
鹏城实验室,科研院所,广东,深圳,2024,2,16,8.0,量子计算；量子传感,量子计算,0
中国电子科技集团公司第三十四研究所,科研院所,广西,桂林,2023,1,3,3.0,量子传感,量子传感,0
中国电子科技集团公司第三十四研究所,科研院所,广西,桂林,2024,1,8,8.0,量子通信与安全,量子通信与安全,0
广西大学,高校,广西,南宁,2022,5,33,6.6,量子基础概念；量子计算,量子计算,0
广西大学,高校,广西,南宁,2023,4,31,7.75,量子计算；量子通信与安全；量子计算硬件,量子计算,0
广西大学,高校,广西,南宁,2024,3,26,8.666666666666666,量子计算；量子通信与安全,量子计算,0
广西大学,高校,广西,南宁,2025,4,54,13.5,量子计算；量子传感；量子通信与安全,量子计算,0
广西师范大学,高校,广西,桂林,2021,5,75,15.0,量子传感；量子计算,量子传感,0
广西师范大学,高校,广西,桂林,2023,1,12,12.0,量子计算,量子计算,0
广西师范大学,高校,广西,桂林,2024,1,17,17.0,量子传感,量子传感,0
广西民族大学,高校,广西,南宁,2023,1,14,14.0,量子通信与安全,量子通信与安全,0
广西民族大学,高校,广西,南宁,2024,1,2,2.0,量子基础概念,量子基础概念,0
广西特色作物研究院,科研院所,广西,桂林,2023,2,10,5.0,量子计算硬件,量子计算硬件,0
广西电网有限责任公司,企业,广西,南宁,2025,1,19,19.0,量子通信与安全,量子通信与安全,0
广西科学院,科研院所,广西,南宁,2022,1,5,5.0,量子计算硬件,量子计算硬件,0
桂林电子科技大学,高校,广西,桂林,2021,2,12,6.0,量子基础概念；量子通信与安全,量子基础概念,0
桂林电子科技大学,高校,广西,桂林,2022,2,8,4.0,量子传感,量子传感,0
桂林电子科技大学,高校,广西,桂林,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
桂林电子科技大学,高校,广西,桂林,2024,1,12,12.0,量子计算,量子计算,0
桂林电子科技大学,高校,广西,桂林,2025,2,13,6.5,量子计算,量子计算,0
桂林聚联科技有限公司,企业,广西,桂林,2025,1,5,5.0,量子计算,量子计算,0
阿里巴巴集团控股有限公司,企业,开曼群岛,,2024,4,25,6.25,量子计算硬件；量子计算,量子计算,0
阿里巴巴集团控股有限公司,企业,开曼群岛,,2025,3,25,8.333333333333334,量子计算；量子通信与安全；量子计算硬件,量子计算,0
塞莫费雪科学(不来梅)有限公司,企业,德国,,2024,4,20,5.0,量子计算硬件,量子计算硬件,0
大众汽车股份公司,企业,德国,,2024,1,3,3.0,量子传感,量子传感,0
布鲁克·道尔顿有限及两合公司,企业,德国,,2024,1,5,5.0,量子计算硬件,量子计算硬件,0
杜塞尔多夫华为技术有限公司,企业,德国,,2024,8,55,6.875,量子通信与安全,量子通信与安全,0
索尤若驱动有限及两合公司,企业,德国,,2024,1,5,5.0,量子传感,量子传感,0
美因茨约翰内斯古腾堡大学,高校,德国,,2025,1,9,9.0,量子计算硬件,量子计算硬件,0
耶拿分析仪器股份公司,企业,德国,,2024,2,10,5.0,量子计算硬件,量子计算硬件,0
艾尔默斯半导体欧洲股份公司,企业,德国,,2025,2,6,3.0,量子传感,量子传感,0
莱宝有限责任公司,企业,德国,,2025,1,5,5.0,量子计算硬件,量子计算硬件,0
西门子交通有限公司,企业,德国,,2025,1,5,5.0,量子传感,量子传感,0
西门子股份公司,企业,德国,,2024,1,5,5.0,量子传感,量子传感,0
量子技术有限公司,企业,德国,,2024,2,24,12.0,量子计算；量子传感,量子计算,0
马克思-普朗克科学促进协会,机关团体,德国,,2024,1,15,15.0,量子传感,量子传感,0
DH科技发展私人贸易有限公司,企业,新加坡,,2024,3,15,5.0,量子计算硬件,量子计算硬件,0
DH科技发展私人贸易有限公司,企业,新加坡,,2025,1,5,5.0,量子计算硬件,量子计算硬件,0
意子科技私人投资有限公司,企业,新加坡,,2024,1,5,5.0,量子计算,量子计算,0
新加坡国立大学,高校,新加坡,,2025,1,4,4.0,量子基础概念,量子基础概念,0
阿里巴巴新加坡控股有限公司,企业,新加坡,,2025,1,12,12.0,量子计算,量子计算,0
克拉玛依市三达检测分析有限责任公司,企业,新疆,克拉玛依,2025,1,10,10.0,量子计算,量子计算,0
国网新疆电力有限公司信息通信公司,企业,新疆,乌鲁木齐,2023,2,30,15.0,量子通信与安全,量子通信与安全,0
国网新疆电力有限公司经济技术研究院,企业,新疆,乌鲁木齐,2021,1,5,5.0,量子计算,量子计算,0
招商新疆特种设备检验技术研究院有限公司,企业,新疆,乌鲁木齐,2025,1,14,14.0,量子计算,量子计算,0
新疆大学,高校,新疆,乌鲁木齐,2025,1,8,8.0,量子计算,量子计算,0
JSR株式会社,企业,日本,,2025,1,14,14.0,量子计算,量子计算,0
三菱电机株式会社,企业,日本,,2025,1,9,9.0,量子计算,量子计算,0
东京毅力科创株式会社,企业,日本,,2024,1,5,5.0,量子计算硬件,量子计算硬件,0
国立大学法人京都大学,高校,日本,,2025,1,4,4.0,量子基础概念,量子基础概念,0
国立研究开发法人科学技术振兴机构,科研院所,日本,,2024,1,5,5.0,量子计算,量子计算,0
国立研究开发法人科学技术振兴机构,科研院所,日本,,2025,1,5,5.0,量子计算,量子计算,0
学校法人东京理科大学,高校,日本,,2024,1,5,5.0,量子计算,量子计算,0
富士胶片株式会社,企业,日本,,2025,1,5,5.0,量子计算,量子计算,0
日本电子株式会社,企业,日本,,2025,1,5,5.0,量子传感,量子传感,0
本田技研工业株式会社,企业,日本,,2024,8,40,5.0,量子传感,量子传感,0
本田技研工业株式会社,企业,日本,,2025,1,5,5.0,量子传感,量子传感,0
株式会社东芝,企业,日本,,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
株式会社岛津制作所,企业,日本,,2024,2,10,5.0,量子计算硬件,量子计算硬件,0
株式会社岛津制作所,企业,日本,,2025,3,15,5.0,量子计算硬件,量子计算硬件,0
株式会社日本显示器,企业,日本,,2024,1,5,5.0,量子计算硬件,量子计算硬件,0
索尼公司,企业,日本,,2024,1,9,9.0,量子计算,量子计算,0
IMEC 非营利协会,机关团体,比利时,,2024,1,5,5.0,量子计算,量子计算,0
IMEC 非营利协会,机关团体,比利时,,2025,1,14,14.0,量子计算硬件,量子计算硬件,0
东南大学,高校,江苏,南京,2021,1,5,5.0,量子传感,量子传感,0
东南大学,高校,江苏,南京,2022,7,53,7.571428571428571,量子传感；量子计算；量子通信与安全,量子计算,0
东南大学,高校,江苏,南京,2023,2,12,6.0,量子计算；量子通信与安全,量子计算,0
东南大学,高校,江苏,南京,2024,9,113,12.555555555555555,量子计算；量子通信与安全；量子传感,量子计算,0
东南大学,高校,江苏,南京,2025,9,74,8.222222222222221,量子计算；量子传感,量子传感,0
中国人民解放军63686部队,机关团体,江苏,无锡,2022,1,3,3.0,量子传感,量子传感,0
中国人民解放军国防科技大学,高校,江苏,南京,2021,2,6,3.0,量子传感,量子传感,0
中国人民解放军国防科技大学,高校,江苏,南京,2022,2,20,10.0,量子通信与安全,量子通信与安全,0
中国人民解放军国防科技大学,高校,江苏,南京,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
中国人民解放军陆军工程大学,高校,江苏,南京,2021,2,20,10.0,量子通信与安全,量子通信与安全,0
中国科学技术大学苏州高等研究院,科研院所,江苏,苏州,2024,4,32,8.0,量子传感,量子传感,0
中国科学院苏州纳米技术与纳米仿生研究所,科研院所,江苏,苏州,2021,2,13,6.5,量子计算硬件；量子计算,量子计算硬件,0
中国科学院苏州纳米技术与纳米仿生研究所,科研院所,江苏,苏州,2022,2,30,15.0,量子计算硬件,量子计算硬件,0
中国科学院苏州纳米技术与纳米仿生研究所,科研院所,江苏,苏州,2023,1,3,3.0,量子计算,量子计算,0
中国科学院苏州纳米技术与纳米仿生研究所,科研院所,江苏,苏州,2025,1,15,15.0,量子计算硬件,量子计算硬件,0
中国航天科工集团八五一一研究所,科研院所,江苏,南京,2023,1,3,3.0,量子传感,量子传感,0
中国船舶重工集团公司第七二三研究所,科研院所,江苏,扬州,2024,1,3,3.0,量子传感,量子传感,0
中天通信技术有限公司,企业,江苏,南通,2022,2,10,5.0,量子通信与安全,量子通信与安全,0
中智万企科技集团股份有限公司,企业,江苏,南京,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
中汽创智科技有限公司,企业,江苏,南京,2024,1,10,10.0,量子通信与安全,量子通信与安全,0
中移(苏州)软件技术有限公司,企业,江苏,苏州,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
中移(苏州)软件技术有限公司,企业,江苏,苏州,2024,1,4,4.0,量子基础概念,量子基础概念,0
中移(苏州)软件技术有限公司,企业,江苏,苏州,2025,7,50,7.142857142857143,量子计算；量子基础概念,量子计算,0
中船赛思亿(无锡)电气科技有限公司,企业,江苏,无锡,2025,2,10,5.0,量子计算,量子计算,0
中通服咨询设计研究院有限公司,企业,江苏,南京,2024,1,10,10.0,量子通信与安全,量子通信与安全,0
中邮通建设咨询有限公司,企业,江苏,南京,2025,1,9,9.0,量子通信与安全,量子通信与安全,0
中量科(南京)科技有限公司,企业,江苏,南京,2023,2,20,10.0,量子通信与安全,量子通信与安全,0
云领电气智能科技(苏州)有限公司,企业,江苏,苏州,2021,1,3,3.0,量子传感,量子传感,0
仁通融合(南京)信息技术有限公司,企业,江苏,南京,2023,1,3,3.0,量子传感,量子传感,0
光测工业智能装备(南京)有限公司,企业,江苏,南京,2025,1,4,4.0,量子基础概念,量子基础概念,0
创耀(苏州)通信科技股份有限公司,企业,江苏,苏州,2025,1,5,5.0,量子传感,量子传感,0
势加透博洁净动力如皋有限公司,企业,江苏,南通,2023,1,3,3.0,量子传感,量子传感,0
北京中创为南京量子通信技术有限公司,企业,江苏,南京,2021,10,56,5.6,量子通信与安全,量子通信与安全,0
北京中创为南京量子通信技术有限公司,企业,江苏,南京,2022,9,72,8.0,量子通信与安全,量子通信与安全,0
南京中科齐信科技有限公司,企业,江苏,南京,2023,4,30,7.5,量子通信与安全,量子通信与安全,0
南京中科齐信科技有限公司,企业,江苏,南京,2024,2,14,7.0,量子通信与安全,量子通信与安全,0
南京乾海通信技术有限公司,企业,江苏,南京,2025,2,16,8.0,量子计算,量子计算,0
南京优算量子科技有限公司,企业,江苏,南京,2024,1,17,17.0,量子计算硬件,量子计算硬件,0
南京伟思医疗科技股份有限公司,企业,江苏,南京,2023,1,3,3.0,量子传感,量子传感,0
南京佑友软件技术有限公司,企业,江苏,南京,2025,1,14,14.0,量子计算,量子计算,0
南京信息工程大学,高校,江苏,南京,2021,5,51,10.2,量子计算；量子基础概念；量子通信与安全,量子计算,0
南京信息工程大学,高校,江苏,南京,2023,1,17,17.0,量子计算,量子计算,0
南京信息工程大学,高校,江苏,南京,2024,7,70,10.0,量子传感；量子计算,量子计算,0
南京信息工程大学,高校,江苏,盐城,2024,2,15,7.5,量子计算,量子计算,0
南京信息工程大学,高校,江苏,南京,2025,10,111,11.1,量子计算；量子传感；量子基础概念,量子计算,0
南京信息工程大学,高校,江苏,盐城,2025,1,5,5.0,量子计算,量子计算,0
南京农业大学,高校,江苏,南京,2025,1,5,5.0,量子计算,量子计算,0
南京区盟链信息科技有限公司,企业,江苏,南京,2022,1,5,5.0,量子通信与安全,量子通信与安全,0
南京华飞数据技术有限公司,企业,江苏,南京,2023,1,14,14.0,量子通信与安全,量子通信与安全,0
南京南瑞信息通信科技有限公司,企业,江苏,南京,2023,1,6,6.0,量子通信与安全,量子通信与安全,0
南京南瑞信息通信科技有限公司,企业,江苏,南京,2025,1,10,10.0,量子通信与安全,量子通信与安全,0
南京南瑞国盾量子技术有限公司,企业,江苏,南京,2021,3,20,6.666666666666667,量子通信与安全,量子通信与安全,0
南京南瑞国盾量子技术有限公司,企业,江苏,南京,2022,2,22,11.0,量子通信与安全,量子通信与安全,0
南京南瑞国盾量子技术有限公司,企业,江苏,南京,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
南京大学,高校,江苏,南京,2021,6,33,5.5,量子基础概念；量子通信与安全,量子通信与安全,0
南京大学,高校,江苏,南京,2022,11,112,10.181818181818182,量子基础概念；量子计算；量子通信与安全；量子传感；量子计算硬件,量子通信与安全,0
南京大学,高校,江苏,南京,2023,7,38,5.428571428571429,量子基础概念；量子通信与安全,量子通信与安全,0
南京大学,高校,江苏,南京,2024,5,42,8.4,量子通信与安全；量子计算硬件；量子传感,量子通信与安全,0
南京大学,高校,江苏,南京,2025,9,93,10.333333333333334,量子传感；量子计算；量子计算硬件；量子通信与安全,量子传感,0
南京天溯自动化控制系统有限公司,企业,江苏,南京,2024,1,4,4.0,量子基础概念,量子基础概念,0
南京如般量子科技有限公司,企业,江苏,南京,2022,11,75,6.818181818181818,量子计算；量子通信与安全,量子计算,0
南京如般量子科技有限公司,企业,江苏,南京,2023,17,132,7.764705882352941,量子计算；量子通信与安全,量子计算,0
南京如般量子科技有限公司,企业,江苏,南京,2024,7,55,7.857142857142857,量子计算；量子通信与安全,量子计算,0
