省级地区,明确企业数,企业专利数,CR1,CR3,CR5,CR10,HHI
上海市,53,180,0.2611111111111111,0.4388888888888889,0.5444444444444445,0.7222222222222223,0.09901234567901232
北京市,160,884,0.3585972850678733,0.5079185520361991,0.5825791855203619,0.6866515837104074,0.14797250261051162
安徽省,69,1033,0.4036786060019361,0.6495643756050339,0.7483059051306874,0.8702807357212005,0.20340477692113768
江苏省,130,362,0.1132596685082873,0.2845303867403315,0.4116022099447514,0.5552486187845304,0.04342053050883674
浙江省,83,339,0.44542772861356933,0.5929203539823008,0.631268436578171,0.7020648967551621,0.21431244072014682
广东省,167,416,0.10576923076923077,0.29567307692307687,0.4158653846153845,0.53125,0.0418592825443787
